image_id,source,expected_target,expected_crop,expected_part,expected_class,expected_behavior,ood_slice,origin_url,notes,provenance_notes,resolved_source_path,photo_url,taxon_name,query,photo_id,license_code,attribution,sha256,width,height,contrast,source_backend
ow_0083,staged_external:docs/demo_assets/open_world_router/images/ow_0083_same_crop_wrong_part_strawberry_unknown_part.jpg,strawberry__unknown_part,strawberry,unknown,,"open-world negative; abstain or review expected, no supported disease label",same_crop_wrong_part,https://www.inaturalist.org/observations/377062055,supported strawberry crop but unsupported or ambiguous plant part; query=strawberry flower; taxon=Fragaria,"source=iNaturalist; photo_id=689485991; observation=https://www.inaturalist.org/observations/377062055; license=cc-by-nc; attribution=(c) Arial Eatherton, some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0083_same_crop_wrong_part_strawberry_unknown_part.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/689485991/large.jpg,Fragaria,strawberry flower,689485991,cc-by-nc,"(c) Arial Eatherton, some rights reserved (CC BY-NC)",c2b3f95dc6b5b85b96dd0440ac666bd0cb126a97dc51455b3dc898aa651481ff,768,1024,53.66,inaturalist
ow_0084,staged_external:docs/demo_assets/open_world_router/images/ow_0084_same_crop_wrong_part_strawberry_unknown_part.jpg,strawberry__unknown_part,strawberry,unknown,,"open-world negative; abstain or review expected, no supported disease label",same_crop_wrong_part,https://www.inaturalist.org/observations/377060882,supported strawberry crop but unsupported or ambiguous plant part; query=strawberry flower; taxon=Fragaria,"source=iNaturalist; photo_id=689483606; observation=https://www.inaturalist.org/observations/377060882; license=cc-by-nc; attribution=(c) Elio Giacone, some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0084_same_crop_wrong_part_strawberry_unknown_part.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/689483606/large.jpg,Fragaria,strawberry flower,689483606,cc-by-nc,"(c) Elio Giacone, some rights reserved (CC BY-NC)",fbf58d1f5b1404dbad74c3749d08061764bb71b54d80e0d2c6d2901b6c04e2bf,1024,960,43.60,inaturalist
ow_0085,staged_external:docs/demo_assets/open_world_router/images/ow_0085_same_crop_wrong_part_strawberry_unknown_part.jpg,strawberry__unknown_part,strawberry,unknown,,"open-world negative; abstain or review expected, no supported disease label",same_crop_wrong_part,https://www.inaturalist.org/observations/377038130,supported strawberry crop but unsupported or ambiguous plant part; query=strawberry flower; taxon=Fragaria,"source=iNaturalist; photo_id=689438649; observation=https://www.inaturalist.org/observations/377038130; license=cc-by-nc; attribution=(c) American Wilderness, some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0085_same_crop_wrong_part_strawberry_unknown_part.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/689438649/large.jpg,Fragaria,strawberry flower,689438649,cc-by-nc,"(c) American Wilderness, some rights reserved (CC BY-NC)",f9c40ccac3318f33722b36fa849a162ef8037669cd1bfb2cb00e058efe1814f7,768,1024,62.87,inaturalist
ow_0086,staged_external:docs/demo_assets/open_world_router/images/ow_0086_same_crop_wrong_part_strawberry_unknown_part.jpg,strawberry__unknown_part,strawberry,unknown,,"open-world negative; abstain or review expected, no supported disease label",same_crop_wrong_part,https://www.inaturalist.org/observations/377035238,supported strawberry crop but unsupported or ambiguous plant part; query=strawberry flower; taxon=Fragaria,"source=iNaturalist; photo_id=689433301; observation=https://www.inaturalist.org/observations/377035238; license=cc-by-nc; attribution=(c) nz-flora, some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0086_same_crop_wrong_part_strawberry_unknown_part.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/689433301/large.jpg,Fragaria,strawberry flower,689433301,cc-by-nc,"(c) nz-flora, some rights reserved (CC BY-NC)",75f4069472d799e316911516a2071cf0c32d94895ed8927413ae6099cbf94333,768,1024,54.34,inaturalist
ow_0087,staged_external:docs/demo_assets/open_world_router/images/ow_0087_same_crop_wrong_part_strawberry_unknown_part.jpg,strawberry__unknown_part,strawberry,unknown,,"open-world negative; abstain or review expected, no supported disease label",same_crop_wrong_part,https://www.inaturalist.org/observations/377022481,supported strawberry crop but unsupported or ambiguous plant part; query=strawberry flower; taxon=Fragaria,"source=iNaturalist; photo_id=689407336; observation=https://www.inaturalist.org/observations/377022481; license=cc-by-nc; attribution=(c) shellgaz81, some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0087_same_crop_wrong_part_strawberry_unknown_part.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/689407336/large.jpg,Fragaria,strawberry flower,689407336,cc-by-nc,"(c) shellgaz81, some rights reserved (CC BY-NC)",b1e64deb63160536f09f0210564afa213e483f70c394c46756357947cd1d774a,768,1024,47.66,inaturalist
ow_0088,staged_external:docs/demo_assets/open_world_router/images/ow_0088_same_crop_wrong_part_strawberry_unknown_part.jpg,strawberry__unknown_part,strawberry,unknown,,"open-world negative; abstain or review expected, no supported disease label",same_crop_wrong_part,https://www.inaturalist.org/observations/377016180,supported strawberry crop but unsupported or ambiguous plant part; query=strawberry flower; taxon=Fragaria,"source=iNaturalist; photo_id=689394779; observation=https://www.inaturalist.org/observations/377016180; license=cc-by-nc; attribution=(c) (Not listed), some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0088_same_crop_wrong_part_strawberry_unknown_part.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/689394779/large.jpg,Fragaria,strawberry flower,689394779,cc-by-nc,"(c) (Not listed), some rights reserved (CC BY-NC)",bcacef60fdb37a8af44e5f11358ed49c60ad5ebeaceefc5962d04e24cd5c7f8d,576,1024,55.21,inaturalist
ow_0089,staged_external:docs/demo_assets/open_world_router/images/ow_0089_same_crop_wrong_part_strawberry_unknown_part.jpg,strawberry__unknown_part,strawberry,unknown,,"open-world negative; abstain or review expected, no supported disease label",same_crop_wrong_part,https://www.inaturalist.org/observations/377009670,supported strawberry crop but unsupported or ambiguous plant part; query=strawberry flower; taxon=Fragaria,"source=iNaturalist; photo_id=689378210; observation=https://www.inaturalist.org/observations/377009670; license=cc-by; attribution=(c) Larry Jensen, some rights reserved (CC BY)",docs/demo_assets/open_world_router/images/ow_0089_same_crop_wrong_part_strawberry_unknown_part.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/689378210/large.jpg,Fragaria,strawberry flower,689378210,cc-by,"(c) Larry Jensen, some rights reserved (CC BY)",858b8cdb9e624dcfe456caee3c037d0e056d7554be74cff280490de3615ef0e7,1024,1024,69.11,inaturalist
ow_0090,staged_external:docs/demo_assets/open_world_router/images/ow_0090_same_crop_wrong_part_strawberry_unknown_part.jpg,strawberry__unknown_part,strawberry,unknown,,"open-world negative; abstain or review expected, no supported disease label",same_crop_wrong_part,https://www.inaturalist.org/observations/377007389,supported strawberry crop but unsupported or ambiguous plant part; query=strawberry flower; taxon=Fragaria,"source=iNaturalist; photo_id=689375419; observation=https://www.inaturalist.org/observations/377007389; license=cc-by-nc; attribution=(c) whirlaway, some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0090_same_crop_wrong_part_strawberry_unknown_part.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/689375419/large.jpg,Fragaria,strawberry flower,689375419,cc-by-nc,"(c) whirlaway, some rights reserved (CC BY-NC)",13100176489cd900d22130fd71022db5edf9c1209c21b6b9ccc4ecc74a1f4fa0,1024,768,56.83,inaturalist
ow_0091,staged_external:docs/demo_assets/open_world_router/images/ow_0091_same_crop_wrong_part_strawberry_unknown_part.jpg,strawberry__unknown_part,strawberry,unknown,,"open-world negative; abstain or review expected, no supported disease label",same_crop_wrong_part,https://www.inaturalist.org/observations/377006856,supported strawberry crop but unsupported or ambiguous plant part; query=strawberry flower; taxon=Fragaria,"source=iNaturalist; photo_id=689374255; observation=https://www.inaturalist.org/observations/377006856; license=cc-by-nc; attribution=(c) John Sproule, some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0091_same_crop_wrong_part_strawberry_unknown_part.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/689374255/large.jpg,Fragaria,strawberry flower,689374255,cc-by-nc,"(c) John Sproule, some rights reserved (CC BY-NC)",d82367c4f8ca76d3219eda1915b2559963f4ea2bad678b9d47ef0371156901d4,1024,1024,50.66,inaturalist
ow_0092,staged_external:docs/demo_assets/open_world_router/images/ow_0092_same_crop_wrong_part_strawberry_unknown_part.jpg,strawberry__unknown_part,strawberry,unknown,,"open-world negative; abstain or review expected, no supported disease label",same_crop_wrong_part,https://www.inaturalist.org/observations/377006839,supported strawberry crop but unsupported or ambiguous plant part; query=strawberry flower; taxon=Fragaria,"source=iNaturalist; photo_id=689364523; observation=https://www.inaturalist.org/observations/377006839; license=cc-by-nc; attribution=(c) kewipro, some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0092_same_crop_wrong_part_strawberry_unknown_part.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/689364523/large.jpg,Fragaria,strawberry flower,689364523,cc-by-nc,"(c) kewipro, some rights reserved (CC BY-NC)",cf83622869f62f5c0dbf6eae5de9d0bea39b67398bc3ee44e57a689607a8c2a8,768,1024,57.26,inaturalist
ow_0093,staged_external:docs/demo_assets/open_world_router/images/ow_0093_same_crop_wrong_part_strawberry_unknown_part.jpg,strawberry__unknown_part,strawberry,unknown,,"open-world negative; abstain or review expected, no supported disease label",same_crop_wrong_part,https://www.inaturalist.org/observations/377002710,supported strawberry crop but unsupported or ambiguous plant part; query=strawberry flower; taxon=Fragaria,"source=iNaturalist; photo_id=689366157; observation=https://www.inaturalist.org/observations/377002710; license=; attribution=(c) Matt Smetana, all rights reserved",docs/demo_assets/open_world_router/images/ow_0093_same_crop_wrong_part_strawberry_unknown_part.jpg,https://static.inaturalist.org/photos/689366157/large.jpg,Fragaria,strawberry flower,689366157,,"(c) Matt Smetana, all rights reserved",3799bd0b300afed00d5872ce25d4caa7c877ed4b70c3b3d58e86ac023657815a,576,1024,53.89,inaturalist
ow_0094,staged_external:docs/demo_assets/open_world_router/images/ow_0094_same_crop_wrong_part_apricot_unknown_part.jpg,apricot__unknown_part,apricot,unknown,,"open-world negative; abstain or review expected, no supported disease label",same_crop_wrong_part,https://www.inaturalist.org/observations/108620450,supported apricot crop but unsupported or ambiguous plant part; query=apricot flower; taxon=Prunus armeniaca,"source=iNaturalist; photo_id=182916241; observation=https://www.inaturalist.org/observations/108620450; license=cc-by-nc; attribution=(c) taistar, some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0094_same_crop_wrong_part_apricot_unknown_part.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/182916241/large.jpeg,Prunus armeniaca,apricot flower,182916241,cc-by-nc,"(c) taistar, some rights reserved (CC BY-NC)",9ff142478b15b5f44c2a045e2385e48c49300fcb2ac9dd8ae3c7fd757bc914b3,576,1024,56.59,inaturalist
ow_0095,staged_external:docs/demo_assets/open_world_router/images/ow_0095_same_crop_wrong_part_apricot_unknown_part.jpg,apricot__unknown_part,apricot,unknown,,"open-world negative; abstain or review expected, no supported disease label",same_crop_wrong_part,https://www.inaturalist.org/observations/12298900,supported apricot crop but unsupported or ambiguous plant part; query=apricot flower; taxon=Prunus armeniaca,"source=iNaturalist; photo_id=17694373; observation=https://www.inaturalist.org/observations/12298900; license=cc-by-nc-sa; attribution=(c) Tamsin Carlisle, some rights reserved (CC BY-NC-SA)",docs/demo_assets/open_world_router/images/ow_0095_same_crop_wrong_part_apricot_unknown_part.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/17694373/large.jpg,Prunus armeniaca,apricot flower,17694373,cc-by-nc-sa,"(c) Tamsin Carlisle, some rights reserved (CC BY-NC-SA)",f21dfef8a468d61264ee111090db89620002fa94b5dbc76eb077f2abdc5a0cce,1024,768,63.44,inaturalist
ow_0096,staged_external:docs/demo_assets/open_world_router/images/ow_0096_same_crop_wrong_part_apricot_unknown_part.jpg,apricot__unknown_part,apricot,unknown,,"open-world negative; abstain or review expected, no supported disease label",same_crop_wrong_part,https://www.inaturalist.org/observations/5122321,supported apricot crop but unsupported or ambiguous plant part; query=apricot flower; taxon=Prunus armeniaca,"source=iNaturalist; photo_id=6301553; observation=https://www.inaturalist.org/observations/5122321; license=cc-by-nc-nd; attribution=(c) sea-kangaroo, some rights reserved (CC BY-NC-ND)",docs/demo_assets/open_world_router/images/ow_0096_same_crop_wrong_part_apricot_unknown_part.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/6301553/large.jpeg,Prunus armeniaca,apricot flower,6301553,cc-by-nc-nd,"(c) sea-kangaroo, some rights reserved (CC BY-NC-ND)",db37d0cefa228316995a5a5a6d79b14c283319a82b812194d662ecfe87996268,1024,532,70.77,inaturalist
ow_0097,staged_external:docs/demo_assets/open_world_router/images/ow_0097_plant_like_non_target_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",plant_like_non_target,https://www.inaturalist.org/observations/352372574,plant-like non-target ornamental leaves; query=rose leaf spot; taxon=Rosa,"source=iNaturalist; photo_id=643128475; observation=https://www.inaturalist.org/observations/352372574; license=; attribution=(c) naturephotosuze, all rights reserved",docs/demo_assets/open_world_router/images/ow_0097_plant_like_non_target_unknown_crop.jpg,https://static.inaturalist.org/photos/643128475/large.jpg,Rosa,rose leaf spot,643128475,,"(c) naturephotosuze, all rights reserved",23eaa4655f39c43686876630e109e1fcaa57e24e3a50d5c64965c829429f918c,1024,705,38.97,inaturalist
ow_0098,staged_external:docs/demo_assets/open_world_router/images/ow_0098_plant_like_non_target_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",plant_like_non_target,https://www.inaturalist.org/observations/346845128,plant-like non-target ornamental leaves; query=rose leaf spot; taxon=Rosa,"source=iNaturalist; photo_id=631567333; observation=https://www.inaturalist.org/observations/346845128; license=cc-by-nc; attribution=(c) Justin Castille, some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0098_plant_like_non_target_unknown_crop.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/631567333/large.jpg,Rosa,rose leaf spot,631567333,cc-by-nc,"(c) Justin Castille, some rights reserved (CC BY-NC)",c2606639c2ef7c965cd19c1eede47edb5ec1bbc0271f730a39b72354d785c854,768,1024,50.57,inaturalist
ow_0099,staged_external:docs/demo_assets/open_world_router/images/ow_0099_plant_like_non_target_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",plant_like_non_target,https://www.inaturalist.org/observations/325584715,plant-like non-target ornamental leaves; query=rose leaf spot; taxon=Rosa,"source=iNaturalist; photo_id=589514640; observation=https://www.inaturalist.org/observations/325584715; license=; attribution=(c) Mar Gregg, all rights reserved",docs/demo_assets/open_world_router/images/ow_0099_plant_like_non_target_unknown_crop.jpg,https://static.inaturalist.org/photos/589514640/large.jpg,Rosa,rose leaf spot,589514640,,"(c) Mar Gregg, all rights reserved",d72276cde5eff639cbf2619be43fc2b02db495afa5232778c74be85a9eb6abbe,985,1024,49.05,inaturalist
ow_0100,staged_external:docs/demo_assets/open_world_router/images/ow_0100_plant_like_non_target_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",plant_like_non_target,https://www.inaturalist.org/observations/302348504,plant-like non-target ornamental leaves; query=rose leaf spot; taxon=Rosa,"source=iNaturalist; photo_id=544886731; observation=https://www.inaturalist.org/observations/302348504; license=cc-by-nc; attribution=(c) Anne Parsons, some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0100_plant_like_non_target_unknown_crop.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/544886731/large.jpg,Rosa,rose leaf spot,544886731,cc-by-nc,"(c) Anne Parsons, some rights reserved (CC BY-NC)",748c111cff883a143390fc2e6dfe8556176cadb53f2f6fe9326aad6926175b2a,1024,1024,31.01,inaturalist
ow_0101,staged_external:docs/demo_assets/open_world_router/images/ow_0101_plant_like_non_target_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",plant_like_non_target,https://www.inaturalist.org/observations/297480084,plant-like non-target ornamental leaves; query=rose leaf spot; taxon=Rosa,"source=iNaturalist; photo_id=535748275; observation=https://www.inaturalist.org/observations/297480084; license=cc-by-nc; attribution=(c) stjayaaa, some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0101_plant_like_non_target_unknown_crop.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/535748275/large.jpg,Rosa,rose leaf spot,535748275,cc-by-nc,"(c) stjayaaa, some rights reserved (CC BY-NC)",3a9764080e1a1c88b12d2aa3c769a357b1fec4d0a821cba368a216f7e8f73381,937,1024,38.91,inaturalist
ow_0102,staged_external:docs/demo_assets/open_world_router/images/ow_0102_plant_like_non_target_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",plant_like_non_target,https://www.inaturalist.org/observations/297431582,plant-like non-target ornamental leaves; query=rose leaf spot; taxon=Rosa,"source=iNaturalist; photo_id=535655119; observation=https://www.inaturalist.org/observations/297431582; license=cc-by-nc; attribution=(c) stjayaaa, some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0102_plant_like_non_target_unknown_crop.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/535655119/large.jpg,Rosa,rose leaf spot,535655119,cc-by-nc,"(c) stjayaaa, some rights reserved (CC BY-NC)",e2f2d4d701ca6aef1712e76619a897b9797d40da355dd9bc044772d2fcfd065a,660,1024,45.95,inaturalist
ow_0103,staged_external:docs/demo_assets/open_world_router/images/ow_0103_plant_like_non_target_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",plant_like_non_target,https://www.inaturalist.org/observations/165890502,plant-like non-target ornamental leaves; query=rose leaf spot; taxon=Rosa,"source=iNaturalist; photo_id=287213760; observation=https://www.inaturalist.org/observations/165890502; license=cc-by-nc; attribution=(c) pedroluna_wildlife, some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0103_plant_like_non_target_unknown_crop.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/287213760/large.jpg,Rosa,rose leaf spot,287213760,cc-by-nc,"(c) pedroluna_wildlife, some rights reserved (CC BY-NC)",e5734016b367cdeecf9a42cff79579c9afd648f819ca056de485e68d7fb5a23b,1024,732,48.23,inaturalist
ow_0104,staged_external:docs/demo_assets/open_world_router/images/ow_0104_plant_like_non_target_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",plant_like_non_target,https://www.inaturalist.org/observations/142098223,plant-like non-target ornamental leaves; query=rose leaf spot; taxon=Rosa,"source=iNaturalist; photo_id=243642230; observation=https://www.inaturalist.org/observations/142098223; license=cc-by-nc; attribution=(c) hb2000, some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0104_plant_like_non_target_unknown_crop.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/243642230/large.jpeg,Rosa,rose leaf spot,243642230,cc-by-nc,"(c) hb2000, some rights reserved (CC BY-NC)",c0e1d6ac19c8b02ceac96cba369775bb189413c1a751a067bd93cae5ddf42fa3,1024,872,39.36,inaturalist
ow_0105,staged_external:docs/demo_assets/open_world_router/images/ow_0105_plant_like_non_target_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",plant_like_non_target,https://www.inaturalist.org/observations/92841867,plant-like non-target ornamental leaves; query=rose leaf spot; taxon=Rosa,"source=iNaturalist; photo_id=153783320; observation=https://www.inaturalist.org/observations/92841867; license=cc-by-nc; attribution=(c) brnhn, some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0105_plant_like_non_target_unknown_crop.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/153783320/large.jpg,Rosa,rose leaf spot,153783320,cc-by-nc,"(c) brnhn, some rights reserved (CC BY-NC)",b4ac9bd1c00515dda93597694718d4d39663ccc08f95811b95c489f2a5e74b0e,768,1024,40.62,inaturalist
ow_0106,staged_external:docs/demo_assets/open_world_router/images/ow_0106_plant_like_non_target_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",plant_like_non_target,https://www.inaturalist.org/observations/92841720,plant-like non-target ornamental leaves; query=rose leaf spot; taxon=Rosa,"source=iNaturalist; photo_id=153783028; observation=https://www.inaturalist.org/observations/92841720; license=cc-by-nc; attribution=(c) brnhn, some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0106_plant_like_non_target_unknown_crop.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/153783028/large.jpg,Rosa,rose leaf spot,153783028,cc-by-nc,"(c) brnhn, some rights reserved (CC BY-NC)",43cf6253fe6b2510fa3a060ddaeedf980047ea6d9d110a9cc92e2a94c9fdaf6b,768,1024,61.57,inaturalist
ow_0107,staged_external:docs/demo_assets/open_world_router/images/ow_0107_plant_like_non_target_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",plant_like_non_target,https://www.inaturalist.org/observations/87638651,plant-like non-target ornamental leaves; query=rose leaf spot; taxon=Rosa,"source=iNaturalist; photo_id=144511456; observation=https://www.inaturalist.org/observations/87638651; license=cc-by-nc; attribution=(c) kfortmann, some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0107_plant_like_non_target_unknown_crop.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/144511456/large.jpeg,Rosa,rose leaf spot,144511456,cc-by-nc,"(c) kfortmann, some rights reserved (CC BY-NC)",523ad2a6062b57aeb8a75aeed49c0524ab3b068143c744923a70da36ba9b8f86,768,1024,54.46,inaturalist
ow_0108,staged_external:docs/demo_assets/open_world_router/images/ow_0108_plant_like_non_target_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",plant_like_non_target,https://www.inaturalist.org/observations/86093942,plant-like non-target ornamental leaves; query=rose leaf spot; taxon=Rosa,"source=iNaturalist; photo_id=141770074; observation=https://www.inaturalist.org/observations/86093942; license=cc-by-nc; attribution=(c) brnhn, some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0108_plant_like_non_target_unknown_crop.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/141770074/large.jpg,Rosa,rose leaf spot,141770074,cc-by-nc,"(c) brnhn, some rights reserved (CC BY-NC)",c66bc48b60f22cdc0f217c6bf8282efd95714bdb7ae09569d3c66b1192de793b,768,1024,52.01,inaturalist
ow_0109,staged_external:docs/demo_assets/open_world_router/images/ow_0109_plant_like_non_target_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",plant_like_non_target,https://www.inaturalist.org/observations/37052256,plant-like non-target ornamental leaves; query=rose leaf spot; taxon=Rosa,"source=iNaturalist; photo_id=58674192; observation=https://www.inaturalist.org/observations/37052256; license=cc-by-nc; attribution=(c) Olive Long, some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0109_plant_like_non_target_unknown_crop.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/58674192/large.jpg,Rosa,rose leaf spot,58674192,cc-by-nc,"(c) Olive Long, some rights reserved (CC BY-NC)",b116c1d7846715287e88882c75ce2d422253371e06845a9464693c6268ccc2b0,768,1024,54.98,inaturalist
ow_0110,staged_external:docs/demo_assets/open_world_router/images/ow_0110_plant_like_non_target_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",plant_like_non_target,https://www.inaturalist.org/observations/19642210,plant-like non-target ornamental leaves; query=rose leaf spot; taxon=Rosa,"source=iNaturalist; photo_id=30245989; observation=https://www.inaturalist.org/observations/19642210; license=; attribution=(c) ellement, all rights reserved",docs/demo_assets/open_world_router/images/ow_0110_plant_like_non_target_unknown_crop.jpg,https://static.inaturalist.org/photos/30245989/large.jpg,Rosa,rose leaf spot,30245989,,"(c) ellement, all rights reserved",34207a0c51c77efec9de10fe165b00c151ee316c80bea2af0db313671416e321,768,1024,67.52,inaturalist
ow_0111,staged_external:docs/demo_assets/open_world_router/images/ow_0111_plant_like_non_target_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",plant_like_non_target,https://www.inaturalist.org/observations/13542197,plant-like non-target ornamental leaves; query=rose leaf spot; taxon=Rosa,"source=iNaturalist; photo_id=19905127; observation=https://www.inaturalist.org/observations/13542197; license=cc-by-nc; attribution=(c) Alexis Babayan, some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0111_plant_like_non_target_unknown_crop.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/19905127/large.jpg,Rosa,rose leaf spot,19905127,cc-by-nc,"(c) Alexis Babayan, some rights reserved (CC BY-NC)",4e00527fecbaf1a08159c171a4115fcd6138fc3f73e7a7c303b3d88e8c0408da,820,1024,46.08,inaturalist
ow_0112,staged_external:docs/demo_assets/open_world_router/images/ow_0112_plant_like_non_target_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",plant_like_non_target,https://www.inaturalist.org/observations/13470636,plant-like non-target ornamental leaves; query=rose leaf spot; taxon=Rosa,"source=iNaturalist; photo_id=19777414; observation=https://www.inaturalist.org/observations/13470636; license=cc-by-nc; attribution=(c) Chris Evers, some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0112_plant_like_non_target_unknown_crop.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/19777414/large.jpg,Rosa,rose leaf spot,19777414,cc-by-nc,"(c) Chris Evers, some rights reserved (CC BY-NC)",f92243208da57b76c02cef84486407e931817ce7fc02eabc730b5e9048f6bdfd,768,1024,40.21,inaturalist
ow_0113,staged_external:docs/demo_assets/open_world_router/images/ow_0113_plant_like_non_target_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",plant_like_non_target,https://www.inaturalist.org/observations/8342609,plant-like non-target ornamental leaves; query=rose leaf spot; taxon=Rosa,"source=iNaturalist; photo_id=11088671; observation=https://www.inaturalist.org/observations/8342609; license=cc-by-nc; attribution=(c) Nick Giunta, some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0113_plant_like_non_target_unknown_crop.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/11088671/large.jpg,Rosa,rose leaf spot,11088671,cc-by-nc,"(c) Nick Giunta, some rights reserved (CC BY-NC)",565ec8af5529839a952e48af50b9ffa88d553aa3120a68cba1ba629e10a7afcb,768,1024,51.61,inaturalist
ow_0114,staged_external:docs/demo_assets/open_world_router/images/ow_0114_plant_like_non_target_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",plant_like_non_target,http://www.inaturalist.org/observations/1414944,plant-like non-target ornamental leaves; query=rose leaf spot; taxon=Rosa,"source=iNaturalist; photo_id=1750704; observation=http://www.inaturalist.org/observations/1414944; license=cc-by-nc; attribution=(c) Brianne JN Carlson, some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0114_plant_like_non_target_unknown_crop.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/1750704/large.jpg,Rosa,rose leaf spot,1750704,cc-by-nc,"(c) Brianne JN Carlson, some rights reserved (CC BY-NC)",5298f2c6cfebb7c063b10937267e2676020ad925b5f7c1581851d8fd93be0df6,358,480,60.17,inaturalist
