"rank","priority_score","priority_reasons","image_id","resolved_image","source","expected_target","expected_crop","expected_part","expected_class","actual_status","predicted_crop","predicted_part","predicted_disease","prototype_target","prototype_class_label","prototype_similarity","prototype_margin","reconcile_reason","failure_bucket","pass_fail","review_decision","corrected_crop","corrected_part","corrected_class","prototype_quality","adapter_training_quality","review_notes"
"40","720","focus_target|router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained","demo_007","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_007_tomato_leaf.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_007_tomato_leaf.jpg","tomato__leaf","tomato","leaf","domates_bacterial_spot_and_speck_yaprak","unknown_crop","potato","unknown","","tomato__leaf","domates_late_blight_yaprak","0.61539983","0.01894491","prototype_evidence_weak","router","fail","exclude_ambiguous","tomato","leaf","domates_bacterial_spot_and_speck_yaprak","prototype_class_mismatch_or_unclear","not_selected","Target looked plausible but prototype class did not cleanly match expected class; exclude from positive manifests."
"41","720","focus_target|router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained","demo_064","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_064_tomato_leaf.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_064_tomato_leaf.jpg","tomato__leaf","tomato","leaf","domates_early_blight_yaprak","router_uncertain","tomato","leaf","","tomato__leaf","domates_leaf_mold_yaprak","0.64085653","0.0066677","prototype_evidence_weak","router","fail","exclude_ambiguous","tomato","leaf","domates_early_blight_yaprak","prototype_class_mismatch_or_unclear","not_selected","Target looked plausible but prototype class did not cleanly match expected class; exclude from positive manifests."
"42","720","focus_target|router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained","demo_065","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_065_tomato_leaf.png","staged_external:docs/demo_assets/m2_full_image_set/images/demo_065_tomato_leaf.png","tomato__leaf","tomato","leaf","domates_early_blight_yaprak","unknown_crop","guava","unknown","","tomato__leaf","domates_bacterial_spot_and_speck_yaprak","0.55259795","0.0137427","prototype_evidence_weak","router","fail","exclude_ambiguous","tomato","leaf","domates_early_blight_yaprak","prototype_class_mismatch_or_unclear","not_selected","Target looked plausible but prototype class did not cleanly match expected class; exclude from positive manifests."
"43","720","focus_target|router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained","demo_429","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_429_tomato_leaf.png","staged_external:docs/demo_assets/m2_full_image_set/images/demo_429_tomato_leaf.png","tomato__leaf","tomato","leaf","domates_late_blight_yaprak","router_uncertain","tomato","leaf","","tomato__leaf","domates_late_blight_yaprak","0.58527078","0.0200907","prototype_evidence_weak","router","fail","add_prototype_positive","tomato","leaf","domates_late_blight_yaprak","target_class_match_weak_evidence","not_selected","Expected target/class matched prototype but evidence/policy was too weak; candidate positive after conservative review."
"44","720","focus_target|router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained","demo_430","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_430_tomato_leaf.png","staged_external:docs/demo_assets/m2_full_image_set/images/demo_430_tomato_leaf.png","tomato__leaf","tomato","leaf","domates_late_blight_yaprak","router_uncertain","tomato","unknown","","tomato__leaf","domates_bacterial_spot_and_speck_yaprak","0.6077085","0.02359123","prototype_evidence_weak","router","fail","exclude_ambiguous","tomato","leaf","domates_late_blight_yaprak","prototype_class_mismatch_or_unclear","not_selected","Target looked plausible but prototype class did not cleanly match expected class; exclude from positive manifests."
"45","720","focus_target|router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained","demo_432","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_432_tomato_leaf.png","staged_external:docs/demo_assets/m2_full_image_set/images/demo_432_tomato_leaf.png","tomato__leaf","tomato","leaf","domates_late_blight_yaprak","unknown_crop","potato","leaf","","tomato__leaf","domates_late_blight_yaprak","0.5590528","0.01479697","prototype_evidence_weak","router","fail","add_prototype_positive","tomato","leaf","domates_late_blight_yaprak","target_class_match_weak_evidence","not_selected","Expected target/class matched prototype but evidence/policy was too weak; candidate positive after conservative review."
"46","720","focus_target|router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained","demo_440","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_440_tomato_leaf.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_440_tomato_leaf.jpg","tomato__leaf","tomato","leaf","domates_leaf_mold_yaprak","unknown_crop","eggplant","unknown","","tomato__leaf","domates_late_blight_yaprak","0.6229055","0.00222457","prototype_evidence_weak","router","fail","exclude_ambiguous","tomato","leaf","domates_leaf_mold_yaprak","prototype_class_mismatch_or_unclear","not_selected","Target looked plausible but prototype class did not cleanly match expected class; exclude from positive manifests."
"47","720","focus_target|router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained","demo_461","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_461_tomato_leaf.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_461_tomato_leaf.jpg","tomato__leaf","tomato","leaf","domates_powdery_mildew_yaprak","unknown_crop","lentil","unknown","","tomato__leaf","domates_powdery_mildew_yaprak","0.54540179","0.01474707","prototype_evidence_weak","router","fail","add_prototype_positive","tomato","leaf","domates_powdery_mildew_yaprak","target_class_match_weak_evidence","not_selected","Expected target/class matched prototype but evidence/policy was too weak; candidate positive after conservative review."
"48","720","focus_target|router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained","demo_462","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_462_tomato_leaf.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_462_tomato_leaf.jpg","tomato__leaf","tomato","leaf","domates_powdery_mildew_yaprak","unknown_crop","quinoa","unknown","","tomato__leaf","domates_powdery_mildew_yaprak","0.5942667","0.02566606","prototype_evidence_weak","router","fail","add_prototype_positive","tomato","leaf","domates_powdery_mildew_yaprak","target_class_match_weak_evidence","not_selected","Expected target/class matched prototype but evidence/policy was too weak; candidate positive after conservative review."
"49","720","focus_target|router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained","demo_508","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_508_tomato_leaf.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_508_tomato_leaf.jpg","tomato__leaf","tomato","leaf","domates_spotted_wilt_yaprak","unknown_crop","petunia","unknown","","tomato__leaf","domates_spotted_wilt_yaprak","0.56043083","0.03987183","prototype_evidence_weak","router","fail","add_prototype_positive","tomato","leaf","domates_spotted_wilt_yaprak","target_class_match_weak_evidence","not_selected","Expected target/class matched prototype but evidence/policy was too weak; candidate positive after conservative review."
"50","710","focus_target|router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|high_similarity_wrong_prototype_target","demo_058","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_058_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_058_tomato_fruit.jpg","tomato__fruit","tomato","fruit","domates_bacterial_spot_and_speck_meyve","unknown_crop","plum","unknown","","apricot__fruit","kayısıda_yaprak_delen_çil_hastalığı_meyve_128","0.60397603","0.01854494","prototype_evidence_weak","router","fail","add_prototype_hard_negative","tomato","fruit","domates_bacterial_spot_and_speck_meyve","wrong_target_close_match","not_selected","Prototype/router evidence was close to wrong target; use as hard negative, not positive."
"51","710","focus_target|router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|high_similarity_wrong_prototype_target","demo_366","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_366_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_366_tomato_fruit.jpg","tomato__fruit","tomato","fruit","domates_bacterial_spot_and_speck_meyve","unknown_crop","banana","unknown","","apricot__fruit","kayısıda_şarka_virüsü_meyve_230","0.56594727","0.0041117","prototype_evidence_weak","router","fail","add_prototype_hard_negative","tomato","fruit","domates_bacterial_spot_and_speck_meyve","wrong_target_close_match","not_selected","Prototype/router evidence was close to wrong target; use as hard negative, not positive."
"52","710","focus_target|router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|high_similarity_wrong_prototype_target","demo_395","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_395_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_395_tomato_fruit.jpg","tomato__fruit","tomato","fruit","domates_late_blight_meyve","unknown_crop","honeydew","unknown","","apricot__fruit","kayısıda_şarka_virüsü_meyve_230","0.61184777","0.0173674","prototype_evidence_weak","router","fail","add_prototype_hard_negative","tomato","fruit","domates_late_blight_meyve","wrong_target_close_match","not_selected","Prototype/router evidence was close to wrong target; use as hard negative, not positive."
"53","710","focus_target|router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|high_similarity_wrong_prototype_target","demo_398","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_398_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_398_tomato_fruit.jpg","tomato__fruit","tomato","fruit","domates_late_blight_meyve","unknown_crop","avocado","unknown","","apricot__fruit","kayısıda_şarka_virüsü_meyve_230","0.55285482","0.00547399","prototype_evidence_weak","router","fail","add_prototype_hard_negative","tomato","fruit","domates_late_blight_meyve","wrong_target_close_match","not_selected","Prototype/router evidence was close to wrong target; use as hard negative, not positive."
"54","710","focus_target|router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|high_similarity_wrong_prototype_target","demo_399","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_399_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_399_tomato_fruit.jpg","tomato__fruit","tomato","fruit","domates_late_blight_meyve","unknown_crop","pepper","bud","","apricot__fruit","kayısıda_şarka_virüsü_meyve_230","0.57306099","0.01076682","prototype_evidence_weak","router","fail","add_prototype_hard_negative","tomato","fruit","domates_late_blight_meyve","wrong_target_close_match","not_selected","Prototype/router evidence was close to wrong target; use as hard negative, not positive."
"55","710","focus_target|router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|high_similarity_wrong_prototype_target","demo_409","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_409_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_409_tomato_fruit.jpg","tomato__fruit","tomato","fruit","domates_spotted_wilt_meyve","unknown_crop","plum","unknown","","apricot__fruit","kayısıda_şarka_virüsü_meyve_230","0.63566112","0.02015782","prototype_evidence_weak","router","fail","add_prototype_hard_negative","tomato","fruit","domates_spotted_wilt_meyve","wrong_target_close_match","not_selected","Prototype/router evidence was close to wrong target; use as hard negative, not positive."
"56","710","focus_target|router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|high_similarity_wrong_prototype_target","demo_509","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_509_tomato_leaf.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_509_tomato_leaf.jpg","tomato__leaf","tomato","leaf","domates_spotted_wilt_yaprak","router_uncertain","tomato","leaf","","tomato__fruit","domates_sağlıklı_meyve","0.6091638","0.02420663","prototype_evidence_weak","router","fail","add_prototype_hard_negative","tomato","leaf","domates_spotted_wilt_yaprak","wrong_target_close_match","not_selected","Prototype/router evidence was close to wrong target; use as hard negative, not positive."
"57","700","focus_target|router_failure|prototype_policy_not_calibrated|failed_row|low_prototype_margin|prototype_correct_but_abstained","demo_147","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_147_apricot_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_147_apricot_fruit.jpg","apricot__fruit","apricot","fruit","kayısıda_şarka_virüsü_meyve_230","unknown_crop","","","","apricot__fruit","kayısıda_şarka_virüsü_meyve_230","0.57183576","0.03602946","prototype_policy_not_calibrated","router","fail","add_prototype_positive","apricot","fruit","kayısıda_şarka_virüsü_meyve_230","target_class_match_weak_evidence","not_selected","Expected target/class matched prototype but evidence/policy was too weak; candidate positive after conservative review."
"58","700","focus_target|router_failure|prototype_policy_not_calibrated|failed_row|low_prototype_margin|prototype_correct_but_abstained","demo_436","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_436_tomato_leaf.png","staged_external:docs/demo_assets/m2_full_image_set/images/demo_436_tomato_leaf.png","tomato__leaf","tomato","leaf","domates_late_blight_yaprak","unknown_crop","potato","leaf","","tomato__leaf","domates_late_blight_yaprak","0.57851767","0.03398321","prototype_policy_not_calibrated","router","fail","add_prototype_positive","tomato","leaf","domates_late_blight_yaprak","target_class_match_weak_evidence","not_selected","Expected target/class matched prototype but evidence/policy was too weak; candidate positive after conservative review."
"59","690","focus_target|router_failure|part_conflict|failed_row|low_prototype_margin|prototype_correct_but_abstained","demo_307","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_307_strawberry_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_307_strawberry_fruit.jpg","strawberry__fruit","strawberry","fruit","strawberry_gray_mold_fruit","router_uncertain","strawberry","leaf","","strawberry__fruit","strawberry_gray_mold_fruit","0.59183231","0.0385533","part_conflict","router","fail","add_prototype_hard_negative","strawberry","fruit","strawberry_gray_mold_fruit","part_or_negative_boundary","not_selected","Boundary/conflict row; use as hard negative to preserve safety."
"60","680","focus_target|router_failure|negative_prototype_too_close|failed_row|low_prototype_margin|prototype_correct_but_abstained","demo_067","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_067_tomato_leaf.png","staged_external:docs/demo_assets/m2_full_image_set/images/demo_067_tomato_leaf.png","tomato__leaf","tomato","leaf","domates_early_blight_yaprak","unknown_crop","sugar beet","unknown","","tomato__leaf","domates_bacterial_spot_and_speck_yaprak","0.57650724","0.03161684","negative_prototype_too_close","router","fail","add_prototype_hard_negative","tomato","leaf","domates_early_blight_yaprak","part_or_negative_boundary","not_selected","Boundary/conflict row; use as hard negative to preserve safety."
"61","680","focus_target|router_failure|negative_prototype_too_close|failed_row|low_prototype_margin|prototype_correct_but_abstained","demo_129","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_129_tomato_leaf.png","staged_external:docs/demo_assets/m2_full_image_set/images/demo_129_tomato_leaf.png","tomato__leaf","tomato","leaf","domates_early_blight_yaprak","router_uncertain","tomato","fruit","","tomato__leaf","domates_septoria_leaf_spot_yaprak","0.62868755","0.03095128","negative_prototype_too_close","router","fail","add_prototype_hard_negative","tomato","leaf","domates_early_blight_yaprak","part_or_negative_boundary","not_selected","Boundary/conflict row; use as hard negative to preserve safety."
"62","680","focus_target|router_failure|negative_prototype_too_close|failed_row|low_prototype_margin|prototype_correct_but_abstained","demo_425","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_425_tomato_leaf.png","staged_external:docs/demo_assets/m2_full_image_set/images/demo_425_tomato_leaf.png","tomato__leaf","tomato","leaf","domates_early_blight_yaprak","unknown_crop","sugar beet","unknown","","tomato__leaf","domates_bacterial_spot_and_speck_yaprak","0.56082526","0.03262874","negative_prototype_too_close","router","fail","add_prototype_hard_negative","tomato","leaf","domates_early_blight_yaprak","part_or_negative_boundary","not_selected","Boundary/conflict row; use as hard negative to preserve safety."
"63","670","focus_target|router_failure|negative_prototype_too_close|failed_row|low_prototype_margin|high_similarity_wrong_prototype_target","demo_162","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_162_apricot_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_162_apricot_fruit.jpg","apricot__fruit","apricot","fruit","kayısıda_yaprak_delen_çil_hastalığı_meyve_128","unknown_crop","plum","unknown","","apricot__leaf","kayısı_yaprak_delen_çil_hastalığı_yaprak_300","0.60184216","0.03879028","negative_prototype_too_close","router","fail","add_prototype_hard_negative","apricot","fruit","kayısıda_yaprak_delen_çil_hastalığı_meyve_128","wrong_target_close_match","not_selected","Prototype/router evidence was close to wrong target; use as hard negative, not positive."
"64","670","focus_target|router_failure|negative_prototype_too_close|failed_row|low_prototype_margin|high_similarity_wrong_prototype_target","demo_006","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_006_tomato_leaf.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_006_tomato_leaf.jpg","tomato__leaf","tomato","leaf","domates_bacterial_spot_and_speck_yaprak","router_uncertain","tomato","leaf","","tomato__fruit","domates_late_blight_meyve","0.6202943","0.01365378","negative_prototype_too_close","router","fail","add_prototype_hard_negative","tomato","leaf","domates_bacterial_spot_and_speck_yaprak","wrong_target_close_match","not_selected","Prototype/router evidence was close to wrong target; use as hard negative, not positive."
"65","670","focus_target|router_failure|negative_prototype_too_close|failed_row|low_prototype_margin|high_similarity_wrong_prototype_target","demo_439","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_439_tomato_leaf.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_439_tomato_leaf.jpg","tomato__leaf","tomato","leaf","domates_leaf_mold_yaprak","router_uncertain","tomato","leaf","","tomato__fruit","domates_late_blight_meyve","0.62917004","0.01588431","negative_prototype_too_close","router","fail","add_prototype_hard_negative","tomato","leaf","domates_leaf_mold_yaprak","wrong_target_close_match","not_selected","Prototype/router evidence was close to wrong target; use as hard negative, not positive."
"66","670","focus_target|router_failure|negative_prototype_too_close|failed_row|low_prototype_margin|high_similarity_wrong_prototype_target","demo_442","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_442_tomato_leaf.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_442_tomato_leaf.jpg","tomato__leaf","tomato","leaf","domates_leaf_mold_yaprak","router_uncertain","tomato","leaf","","tomato__fruit","domates_late_blight_meyve","0.63529745","0.00440722","negative_prototype_too_close","router","fail","add_prototype_hard_negative","tomato","leaf","domates_leaf_mold_yaprak","wrong_target_close_match","not_selected","Prototype/router evidence was close to wrong target; use as hard negative, not positive."
"67","660","focus_target|router_failure|prototype_policy_not_calibrated|failed_row|prototype_correct_but_abstained","demo_117","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_117_apricot_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_117_apricot_fruit.jpg","apricot__fruit","apricot","fruit","kayısıda_şarka_virüsü_meyve_230","unknown_crop","plum","unknown","","apricot__fruit","kayısıda_şarka_virüsü_meyve_230","0.63988131","0.04212936","prototype_policy_not_calibrated","router","fail","add_prototype_positive","apricot","fruit","kayısıda_şarka_virüsü_meyve_230","target_class_match_weak_evidence","not_selected","Expected target/class matched prototype but evidence/policy was too weak; candidate positive after conservative review."
"68","660","focus_target|router_failure|prototype_policy_not_calibrated|failed_row|prototype_correct_but_abstained","demo_118","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_118_apricot_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_118_apricot_fruit.jpg","apricot__fruit","apricot","fruit","kayısıda_şarka_virüsü_meyve_230","unknown_crop","plum","unknown","","apricot__fruit","kayısıda_şarka_virüsü_meyve_230","0.60232311","0.04272016","prototype_policy_not_calibrated","router","fail","add_prototype_positive","apricot","fruit","kayısıda_şarka_virüsü_meyve_230","target_class_match_weak_evidence","not_selected","Expected target/class matched prototype but evidence/policy was too weak; candidate positive after conservative review."
"69","660","focus_target|router_failure|prototype_policy_not_calibrated|failed_row|prototype_correct_but_abstained","demo_150","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_150_apricot_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_150_apricot_fruit.jpg","apricot__fruit","apricot","fruit","kayısıda_şarka_virüsü_meyve_230","unknown_crop","plum","unknown","","apricot__fruit","kayısıda_şarka_virüsü_meyve_230","0.61482482","0.06027534","prototype_policy_not_calibrated","router","fail","add_prototype_positive","apricot","fruit","kayısıda_şarka_virüsü_meyve_230","target_class_match_weak_evidence","not_selected","Expected target/class matched prototype but evidence/policy was too weak; candidate positive after conservative review."
"70","660","focus_target|router_failure|prototype_policy_not_calibrated|failed_row|prototype_correct_but_abstained","demo_166","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_166_apricot_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_166_apricot_fruit.jpg","apricot__fruit","apricot","fruit","kayısıda_yaprak_delen_çil_hastalığı_meyve_128","unknown_crop","plum","unknown","","apricot__fruit","kayısı_sağlıklı_meyve_800","0.64542875","0.08184556","prototype_policy_not_calibrated","router","fail","exclude_ambiguous","apricot","fruit","kayısıda_yaprak_delen_çil_hastalığı_meyve_128","prototype_class_mismatch_or_unclear","not_selected","Target looked plausible but prototype class did not cleanly match expected class; exclude from positive manifests."
"71","660","focus_target|router_failure|prototype_policy_not_calibrated|failed_row|prototype_correct_but_abstained","demo_168","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_168_apricot_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_168_apricot_fruit.jpg","apricot__fruit","apricot","fruit","kayısıda_yaprak_delen_çil_hastalığı_meyve_128","unknown_crop","plum","unknown","","apricot__fruit","kayısı_sağlıklı_meyve_800","0.64312994","0.06896068","prototype_policy_not_calibrated","router","fail","exclude_ambiguous","apricot","fruit","kayısıda_yaprak_delen_çil_hastalığı_meyve_128","prototype_class_mismatch_or_unclear","not_selected","Target looked plausible but prototype class did not cleanly match expected class; exclude from positive manifests."
"72","660","focus_target|router_failure|prototype_policy_not_calibrated|failed_row|prototype_correct_but_abstained","demo_172","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_172_apricot_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_172_apricot_fruit.jpg","apricot__fruit","apricot","fruit","kayısı_sağlıklı_meyve_800","unknown_crop","plum","unknown","","apricot__fruit","kayısı_sağlıklı_meyve_800","0.70308646","0.14069412","prototype_policy_not_calibrated","router","fail","add_prototype_positive","apricot","fruit","kayısı_sağlıklı_meyve_800","target_class_match_weak_evidence","not_selected","Expected target/class matched prototype but evidence/policy was too weak; candidate positive after conservative review."
"73","660","focus_target|router_failure|prototype_policy_not_calibrated|failed_row|prototype_correct_but_abstained","demo_173","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_173_apricot_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_173_apricot_fruit.jpg","apricot__fruit","apricot","fruit","kayısıda_yaprak_delen_çil_hastalığı_meyve_128","unknown_crop","plum","unknown","","apricot__fruit","kayısıda_şarka_virüsü_meyve_230","0.62936176","0.07923579","prototype_policy_not_calibrated","router","fail","exclude_ambiguous","apricot","fruit","kayısıda_yaprak_delen_çil_hastalığı_meyve_128","prototype_class_mismatch_or_unclear","not_selected","Target looked plausible but prototype class did not cleanly match expected class; exclude from positive manifests."
"74","660","focus_target|router_failure|prototype_policy_not_calibrated|failed_row|prototype_correct_but_abstained","demo_180","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_180_apricot_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_180_apricot_fruit.jpg","apricot__fruit","apricot","fruit","kayısı_sağlıklı_meyve_800","unknown_crop","plum","unknown","","apricot__fruit","kayısı_sağlıklı_meyve_800","0.68797591","0.12316876","prototype_policy_not_calibrated","router","fail","add_prototype_positive","apricot","fruit","kayısı_sağlıklı_meyve_800","target_class_match_weak_evidence","not_selected","Expected target/class matched prototype but evidence/policy was too weak; candidate positive after conservative review."
"75","660","focus_target|router_failure|prototype_policy_not_calibrated|failed_row|prototype_correct_but_abstained","demo_372","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_372_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_372_tomato_fruit.jpg","tomato__fruit","tomato","fruit","domates_blossom_end_rot_meyve","unknown_crop","eggplant","unknown","","tomato__fruit","domates_sağlıklı_meyve","0.64752744","0.05060903","prototype_policy_not_calibrated","router","fail","exclude_ambiguous","tomato","fruit","domates_blossom_end_rot_meyve","prototype_class_mismatch_or_unclear","not_selected","Target looked plausible but prototype class did not cleanly match expected class; exclude from positive manifests."
"76","660","focus_target|router_failure|prototype_policy_not_calibrated|failed_row|prototype_correct_but_abstained","demo_377","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_377_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_377_tomato_fruit.jpg","tomato__fruit","tomato","fruit","domates_blossom_end_rot_meyve","unknown_crop","eggplant","unknown","","tomato__fruit","domates_sağlıklı_meyve","0.7000672","0.11406076","prototype_policy_not_calibrated","router","fail","exclude_ambiguous","tomato","fruit","domates_blossom_end_rot_meyve","prototype_class_mismatch_or_unclear","not_selected","Target looked plausible but prototype class did not cleanly match expected class; exclude from positive manifests."
"77","660","focus_target|router_failure|prototype_policy_not_calibrated|failed_row|prototype_correct_but_abstained","demo_384","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_384_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_384_tomato_fruit.jpg","tomato__fruit","tomato","fruit","domates_gray_mold_meyve","router_uncertain","tomato","leaf","","tomato__fruit","domates_sağlıklı_meyve","0.67193348","0.08294599","prototype_policy_not_calibrated","router","fail","exclude_ambiguous","tomato","fruit","domates_gray_mold_meyve","prototype_class_mismatch_or_unclear","not_selected","Target looked plausible but prototype class did not cleanly match expected class; exclude from positive manifests."
"78","660","focus_target|router_failure|prototype_policy_not_calibrated|failed_row|prototype_correct_but_abstained","demo_389","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_389_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_389_tomato_fruit.jpg","tomato__fruit","tomato","fruit","domates_gray_mold_meyve","unknown_crop","eggplant","unknown","","tomato__fruit","domates_sağlıklı_meyve","0.62200559","0.0632653","prototype_policy_not_calibrated","router","fail","exclude_ambiguous","tomato","fruit","domates_gray_mold_meyve","prototype_class_mismatch_or_unclear","not_selected","Target looked plausible but prototype class did not cleanly match expected class; exclude from positive manifests."
"79","660","focus_target|router_failure|prototype_policy_not_calibrated|failed_row|prototype_correct_but_abstained","demo_416","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_416_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_416_tomato_fruit.jpg","tomato__fruit","tomato","fruit","domates_bacterial_spot_and_speck_meyve","unknown_crop","eggplant","unknown","","tomato__fruit","domates_sağlıklı_meyve","0.64021232","0.05639889","prototype_policy_not_calibrated","router","fail","exclude_ambiguous","tomato","fruit","domates_bacterial_spot_and_speck_meyve","prototype_class_mismatch_or_unclear","not_selected","Target looked plausible but prototype class did not cleanly match expected class; exclude from positive manifests."
