adapter,target_role,slice_name,candidate_path,target_path,source_url,source_page,license,source_note,sha256,short_rationale,width,height,format,source_kind
grape__leaf,ood,grape_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\grape__leaf\ood\grape_failure_cases\plantdoc_plantdoc_train_grape_leaf_IMG_20150511_111942.jpg.jpg,data\prepared_runtime_datasets\grape__leaf\ood\grape_failure_cases\internet_20260517_plantdoc_plantdoc_train_grape_leaf_IMG_20150511_111942.jpg.jpg,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/grape%20leaf/IMG_20150511_111942.jpg,https://github.com/pratikkayal/PlantDoc-Dataset/blob/master/train/grape%20leaf/IMG_20150511_111942.jpg,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,f63757265f2176af6d66ff0d76d58487a5115b0b82de378110eb76bc2c25c927,"Grape leaf OOD failure candidate: damaged, cluttered, partial, unusual-angle, abiotic, or unsupported symptom leaf view.",1200,1600,,plantdoc
grape__leaf,ood,grape_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\grape__leaf\ood\grape_failure_cases\plantdoc_plantdoc_train_grape_leaf_IMG_2666.jpg.jpg,data\prepared_runtime_datasets\grape__leaf\ood\grape_failure_cases\internet_20260517_plantdoc_plantdoc_train_grape_leaf_IMG_2666.jpg.jpg,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/grape%20leaf/IMG_2666.jpg,https://github.com/pratikkayal/PlantDoc-Dataset/blob/master/train/grape%20leaf/IMG_2666.jpg,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,155f4af6ed62c528e842c6954af468cd8dc3e1c714f587e03cb1b462c45a7779,"Grape leaf OOD failure candidate: damaged, cluttered, partial, unusual-angle, abiotic, or unsupported symptom leaf view.",1067,1600,,plantdoc
grape__leaf,ood,grape_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\grape__leaf\ood\grape_failure_cases\plantdoc_plantdoc_train_grape_leaf_P1130239.jpg.jpg,data\prepared_runtime_datasets\grape__leaf\ood\grape_failure_cases\internet_20260517_plantdoc_plantdoc_train_grape_leaf_P1130239.jpg.jpg,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/grape%20leaf/P1130239.jpg,https://github.com/pratikkayal/PlantDoc-Dataset/blob/master/train/grape%20leaf/P1130239.jpg,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,92812224d3d8b9d6bf659177e73946bd58996faef535e3a0cd92f19dda566ad3,"Grape leaf OOD failure candidate: damaged, cluttered, partial, unusual-angle, abiotic, or unsupported symptom leaf view.",1536,2048,,plantdoc
grape__leaf,ood,grape_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\grape__leaf\ood\grape_failure_cases\plantdoc_plantdoc_train_grape_leaf_WildGrapeLeaf_cutout.jpg.jpg,data\prepared_runtime_datasets\grape__leaf\ood\grape_failure_cases\internet_20260517_plantdoc_plantdoc_train_grape_leaf_WildGrapeLeaf_cutout.jpg.jpg,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/grape%20leaf/WildGrapeLeaf_cutout.jpg,https://github.com/pratikkayal/PlantDoc-Dataset/blob/master/train/grape%20leaf/WildGrapeLeaf_cutout.jpg,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,55fe0bacf1547168b819d6aefc736703dc8eb4a7c3cff5d1accf7c60b5d96352,"Grape leaf OOD failure candidate: damaged, cluttered, partial, unusual-angle, abiotic, or unsupported symptom leaf view.",400,448,,plantdoc
grape__leaf,ood,grape_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\grape__leaf\ood\grape_failure_cases\plantdoc_plantdoc_train_grape_leaf_Wild_Grape_Leaf.jpg.jpg,data\prepared_runtime_datasets\grape__leaf\ood\grape_failure_cases\internet_20260517_plantdoc_plantdoc_train_grape_leaf_Wild_Grape_Leaf.jpg.jpg,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/grape%20leaf/Wild_Grape_Leaf.jpg,https://github.com/pratikkayal/PlantDoc-Dataset/blob/master/train/grape%20leaf/Wild_Grape_Leaf.jpg,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,3844136b576fa619b915894d4bf9c910ef33e41000a25454f627751de336d306,"Grape leaf OOD failure candidate: damaged, cluttered, partial, unusual-angle, abiotic, or unsupported symptom leaf view.",3504,2336,,plantdoc
grape__leaf,ood,grape_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\grape__leaf\ood\grape_failure_cases\plantdoc_plantdoc_train_grape_leaf_blue-grape-cluster-leaves-3323887.jpg.jpg,data\prepared_runtime_datasets\grape__leaf\ood\grape_failure_cases\internet_20260517_plantdoc_plantdoc_train_grape_leaf_blue-grape-cluster-leaves-3323887.jpg.jpg,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/grape%20leaf/blue-grape-cluster-leaves-3323887.jpg,https://github.com/pratikkayal/PlantDoc-Dataset/blob/master/train/grape%20leaf/blue-grape-cluster-leaves-3323887.jpg,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,283629458714d2ba16ebdc853e493cc1f2fe588c740e04bd5218d54ce27237f6,"Grape leaf OOD failure candidate: damaged, cluttered, partial, unusual-angle, abiotic, or unsupported symptom leaf view.",1300,1347,,plantdoc
grape__leaf,ood,grape_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\grape__leaf\ood\grape_failure_cases\plantdoc_plantdoc_train_grape_leaf_dc9rk7rKi.jpg.jpg,data\prepared_runtime_datasets\grape__leaf\ood\grape_failure_cases\internet_20260517_plantdoc_plantdoc_train_grape_leaf_dc9rk7rKi.jpg.jpg,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/grape%20leaf/dc9rk7rKi.jpg,https://github.com/pratikkayal/PlantDoc-Dataset/blob/master/train/grape%20leaf/dc9rk7rKi.jpg,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,cff1f98958ab7bc583ef9950323cf61fd165fd5295679cbbb56e87c2cb92d23b,"Grape leaf OOD failure candidate: damaged, cluttered, partial, unusual-angle, abiotic, or unsupported symptom leaf view.",1024,678,,plantdoc
grape__leaf,ood,grape_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\grape__leaf\ood\grape_failure_cases\plantdoc_plantdoc_train_grape_leaf_depositphotos_6812535-stock-photo-grape-leaves.jpg.jpg,data\prepared_runtime_datasets\grape__leaf\ood\grape_failure_cases\internet_20260517_plantdoc_plantdoc_train_grape_leaf_depositphotos_6812535-stock-photo-grape-leaves.jpg.jpg,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/grape%20leaf/depositphotos_6812535-stock-photo-grape-leaves.jpg,https://github.com/pratikkayal/PlantDoc-Dataset/blob/master/train/grape%20leaf/depositphotos_6812535-stock-photo-grape-leaves.jpg,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,2eaf7c97af5164b769b70ac1c87d2b53f65f8535c3cdab98c7052eac3c780d59,"Grape leaf OOD failure candidate: damaged, cluttered, partial, unusual-angle, abiotic, or unsupported symptom leaf view.",1024,970,,plantdoc
grape__leaf,ood,grape_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\grape__leaf\ood\grape_failure_cases\plantdoc_plantdoc_train_grape_leaf_dsc00849.jpg.jpg,data\prepared_runtime_datasets\grape__leaf\ood\grape_failure_cases\internet_20260517_plantdoc_plantdoc_train_grape_leaf_dsc00849.jpg.jpg,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/grape%20leaf/dsc00849.jpg,https://github.com/pratikkayal/PlantDoc-Dataset/blob/master/train/grape%20leaf/dsc00849.jpg,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,98ca24dcb9491b1bf007aa85714a79df71508b853ecb0ab66ff7c50e334b2650,"Grape leaf OOD failure candidate: damaged, cluttered, partial, unusual-angle, abiotic, or unsupported symptom leaf view.",5456,3632,,plantdoc
grape__leaf,ood,grape_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\grape__leaf\ood\grape_failure_cases\plantdoc_plantdoc_train_grape_leaf_grape_leaves.JPG.jpg.jpg,data\prepared_runtime_datasets\grape__leaf\ood\grape_failure_cases\internet_20260517_plantdoc_plantdoc_train_grape_leaf_grape_leaves.JPG.jpg.jpg,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/grape%20leaf/grape+leaves.JPG.jpg,https://github.com/pratikkayal/PlantDoc-Dataset/blob/master/train/grape%20leaf/grape%2Bleaves.JPG.jpg,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,f7c8d5fcaf5856f99f952994a308225475ddc91d48c48ecf1fa605f6a92f45db,"Grape leaf OOD failure candidate: damaged, cluttered, partial, unusual-angle, abiotic, or unsupported symptom leaf view.",1440,1080,,plantdoc
grape__leaf,ood,grape_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\grape__leaf\ood\grape_failure_cases\plantdoc_plantdoc_train_grape_leaf_grape-leaf-15796930.jpg.jpg,data\prepared_runtime_datasets\grape__leaf\ood\grape_failure_cases\internet_20260517_plantdoc_plantdoc_train_grape_leaf_grape-leaf-15796930.jpg.jpg,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/grape%20leaf/grape-leaf-15796930.jpg,https://github.com/pratikkayal/PlantDoc-Dataset/blob/master/train/grape%20leaf/grape-leaf-15796930.jpg,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,29ffa0c2d4ac012d3f069667d28021247556955e40453f7f3cd604e338e669c5,"Grape leaf OOD failure candidate: damaged, cluttered, partial, unusual-angle, abiotic, or unsupported symptom leaf view.",1145,1300,,plantdoc
grape__leaf,ood,grape_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\grape__leaf\ood\grape_failure_cases\plantdoc_plantdoc_train_grape_leaf_grape-leaf-19616502.jpg.jpg,data\prepared_runtime_datasets\grape__leaf\ood\grape_failure_cases\internet_20260517_plantdoc_plantdoc_train_grape_leaf_grape-leaf-19616502.jpg.jpg,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/grape%20leaf/grape-leaf-19616502.jpg,https://github.com/pratikkayal/PlantDoc-Dataset/blob/master/train/grape%20leaf/grape-leaf-19616502.jpg,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,0d8846273cba39e563497034f65b8050910ab500c55422030c7489aefae92683,"Grape leaf OOD failure candidate: damaged, cluttered, partial, unusual-angle, abiotic, or unsupported symptom leaf view.",1300,960,,plantdoc
tomato__leaf,ood,tomato_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\tomato__leaf\ood\tomato_failure_cases\plantdoc_plantdoc_train_Tomato_leaf_003.JPG.jpg.jpg,data\prepared_runtime_datasets\tomato__leaf\ood\tomato_failure_cases\internet_20260517_plantdoc_plantdoc_train_Tomato_leaf_003.JPG.jpg.jpg,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20leaf/003.JPG.jpg,https://github.com/pratikkayal/PlantDoc-Dataset/blob/master/train/Tomato%20leaf/003.JPG.jpg,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,b070fe8ff66dc8071997ee06f13d31ff5bf7c5348eab09a9f5ef39b76861b50f,"Tomato leaf OOD failure candidate: non-diagnostic, damaged, cluttered, partial, bad-lighting, abiotic, or unsupported symptom leaf view.",1600,1200,,plantdoc
tomato__leaf,ood,tomato_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\tomato__leaf\ood\tomato_failure_cases\plantdoc_plantdoc_train_Tomato_leaf_009-e1373768789869.jpg.jpg,data\prepared_runtime_datasets\tomato__leaf\ood\tomato_failure_cases\internet_20260517_plantdoc_plantdoc_train_Tomato_leaf_009-e1373768789869.jpg.jpg,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20leaf/009-e1373768789869.jpg,https://github.com/pratikkayal/PlantDoc-Dataset/blob/master/train/Tomato%20leaf/009-e1373768789869.jpg,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,81c48f1873998fb9ea1f5262bbecf6271dc142c5fe668fa4af7c5df4b5186710,"Tomato leaf OOD failure candidate: non-diagnostic, damaged, cluttered, partial, bad-lighting, abiotic, or unsupported symptom leaf view.",997,977,,plantdoc
tomato__leaf,ood,tomato_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\tomato__leaf\ood\tomato_failure_cases\plantdoc_plantdoc_train_Tomato_leaf_100_8283.jpg.jpg,data\prepared_runtime_datasets\tomato__leaf\ood\tomato_failure_cases\internet_20260517_plantdoc_plantdoc_train_Tomato_leaf_100_8283.jpg.jpg,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20leaf/100_8283.jpg,https://github.com/pratikkayal/PlantDoc-Dataset/blob/master/train/Tomato%20leaf/100_8283.jpg,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,2e6dc8d894d71a2b75362f3edacf4f0caf9e27ce68bb85508f4e4f86511970d7,"Tomato leaf OOD failure candidate: non-diagnostic, damaged, cluttered, partial, bad-lighting, abiotic, or unsupported symptom leaf view.",1932,2576,,plantdoc
tomato__leaf,ood,tomato_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\tomato__leaf\ood\tomato_failure_cases\plantdoc_plantdoc_train_Tomato_leaf_15481477375.jpg.jpg,data\prepared_runtime_datasets\tomato__leaf\ood\tomato_failure_cases\internet_20260517_plantdoc_plantdoc_train_Tomato_leaf_15481477375.jpg.jpg,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20leaf/15481477375.jpg,https://github.com/pratikkayal/PlantDoc-Dataset/blob/master/train/Tomato%20leaf/15481477375.jpg,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,c0edbf21a0c7ab349f0b801f886d1e4e090476e06b3926f18d23bd17ed1ddd49,"Tomato leaf OOD failure candidate: non-diagnostic, damaged, cluttered, partial, bad-lighting, abiotic, or unsupported symptom leaf view.",1600,1205,,plantdoc
tomato__leaf,ood,tomato_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\tomato__leaf\ood\tomato_failure_cases\plantdoc_plantdoc_train_Tomato_leaf_1686.jpg.jpg,data\prepared_runtime_datasets\tomato__leaf\ood\tomato_failure_cases\internet_20260517_plantdoc_plantdoc_train_Tomato_leaf_1686.jpg.jpg,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20leaf/1686.jpg,https://github.com/pratikkayal/PlantDoc-Dataset/blob/master/train/Tomato%20leaf/1686.jpg,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,3edba79d624245191fc0036f231358ea60b2cc8e35645b2c54cc891892073027,"Tomato leaf OOD failure candidate: non-diagnostic, damaged, cluttered, partial, bad-lighting, abiotic, or unsupported symptom leaf view.",1024,1365,,plantdoc
tomato__leaf,ood,tomato_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\tomato__leaf\ood\tomato_failure_cases\plantdoc_plantdoc_train_Tomato_leaf_1688.jpg.jpg,data\prepared_runtime_datasets\tomato__leaf\ood\tomato_failure_cases\internet_20260517_plantdoc_plantdoc_train_Tomato_leaf_1688.jpg.jpg,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20leaf/1688.jpg,https://github.com/pratikkayal/PlantDoc-Dataset/blob/master/train/Tomato%20leaf/1688.jpg,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,9f0ee97e32949978c323ff62e2e70788b3c6ab7a2248762328a46099bb7519d5,"Tomato leaf OOD failure candidate: non-diagnostic, damaged, cluttered, partial, bad-lighting, abiotic, or unsupported symptom leaf view.",1024,768,,plantdoc
tomato__leaf,ood,tomato_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\tomato__leaf\ood\tomato_failure_cases\plantdoc_plantdoc_train_Tomato_leaf_17371378-tomato-leaf.jpg.jpg,data\prepared_runtime_datasets\tomato__leaf\ood\tomato_failure_cases\internet_20260517_plantdoc_plantdoc_train_Tomato_leaf_17371378-tomato-leaf.jpg.jpg,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20leaf/17371378-tomato-leaf.jpg,https://github.com/pratikkayal/PlantDoc-Dataset/blob/master/train/Tomato%20leaf/17371378-tomato-leaf.jpg,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,da315866780e76ac36b5cee1dab4d5d3c2432f8d4f9cd3c93410dfd6ef46044f,"Tomato leaf OOD failure candidate: non-diagnostic, damaged, cluttered, partial, bad-lighting, abiotic, or unsupported symptom leaf view.",800,800,,plantdoc
tomato__leaf,ood,tomato_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\tomato__leaf\ood\tomato_failure_cases\plantdoc_plantdoc_train_Tomato_leaf_2013-08-20-03.jpg.jpg,data\prepared_runtime_datasets\tomato__leaf\ood\tomato_failure_cases\internet_20260517_plantdoc_plantdoc_train_Tomato_leaf_2013-08-20-03.jpg.jpg,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20leaf/2013-08-20-03.jpg,https://github.com/pratikkayal/PlantDoc-Dataset/blob/master/train/Tomato%20leaf/2013-08-20-03.jpg,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,5e2472f415aeb8e7cc254db1f17b2d14a4f2daae70b685ee8a70a29f0f99308a,"Tomato leaf OOD failure candidate: non-diagnostic, damaged, cluttered, partial, bad-lighting, abiotic, or unsupported symptom leaf view.",1600,1200,,plantdoc
tomato__leaf,ood,tomato_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\tomato__leaf\ood\tomato_failure_cases\plantdoc_plantdoc_train_Tomato_leaf_2013-08-20-04.jpg.jpg,data\prepared_runtime_datasets\tomato__leaf\ood\tomato_failure_cases\internet_20260517_plantdoc_plantdoc_train_Tomato_leaf_2013-08-20-04.jpg.jpg,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20leaf/2013-08-20-04.jpg,https://github.com/pratikkayal/PlantDoc-Dataset/blob/master/train/Tomato%20leaf/2013-08-20-04.jpg,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,50e8f7928017878f7f020bb8f52b61f99d74f3db1d20c80d41a612e04695d32d,"Tomato leaf OOD failure candidate: non-diagnostic, damaged, cluttered, partial, bad-lighting, abiotic, or unsupported symptom leaf view.",1600,1200,,plantdoc
tomato__leaf,ood,tomato_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\tomato__leaf\ood\tomato_failure_cases\plantdoc_plantdoc_train_Tomato_leaf_20130609_151253_zpsc7d93f62.jpg.jpg,data\prepared_runtime_datasets\tomato__leaf\ood\tomato_failure_cases\internet_20260517_plantdoc_plantdoc_train_Tomato_leaf_20130609_151253_zpsc7d93f62.jpg.jpg,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20leaf/20130609_151253_zpsc7d93f62.jpg,https://github.com/pratikkayal/PlantDoc-Dataset/blob/master/train/Tomato%20leaf/20130609_151253_zpsc7d93f62.jpg,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,887ceedf22efce49400c63d57e1512418f874ad3409548cc41a64508e4a5abef,"Tomato leaf OOD failure candidate: non-diagnostic, damaged, cluttered, partial, bad-lighting, abiotic, or unsupported symptom leaf view.",1024,768,,plantdoc
tomato__leaf,ood,tomato_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\tomato__leaf\ood\tomato_failure_cases\plantdoc_plantdoc_train_Tomato_leaf_20140818-tomato-sauce-vicky-wasik-1.jpg.jpg,data\prepared_runtime_datasets\tomato__leaf\ood\tomato_failure_cases\internet_20260517_plantdoc_plantdoc_train_Tomato_leaf_20140818-tomato-sauce-vicky-wasik-1.jpg.jpg,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20leaf/20140818-tomato-sauce-vicky-wasik-1.jpg,https://github.com/pratikkayal/PlantDoc-Dataset/blob/master/train/Tomato%20leaf/20140818-tomato-sauce-vicky-wasik-1.jpg,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,b841720c688db5f8a1989394b8f5aaf59c1a9ce5a855d66ad843be928db7c41a,"Tomato leaf OOD failure candidate: non-diagnostic, damaged, cluttered, partial, bad-lighting, abiotic, or unsupported symptom leaf view.",1500,1125,,plantdoc
tomato__leaf,ood,tomato_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\tomato__leaf\ood\tomato_failure_cases\plantdoc_plantdoc_train_Tomato_leaf_2015-09-17-01.jpg.jpg,data\prepared_runtime_datasets\tomato__leaf\ood\tomato_failure_cases\internet_20260517_plantdoc_plantdoc_train_Tomato_leaf_2015-09-17-01.jpg.jpg,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20leaf/2015-09-17-01.jpg,https://github.com/pratikkayal/PlantDoc-Dataset/blob/master/train/Tomato%20leaf/2015-09-17-01.jpg,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,1c73f9e07e567ca8d697f013806b9fdafad0520bc096967218fc6cecd417caf4,"Tomato leaf OOD failure candidate: non-diagnostic, damaged, cluttered, partial, bad-lighting, abiotic, or unsupported symptom leaf view.",1200,900,,plantdoc
tomato__leaf,ood,tomato_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\tomato__leaf\ood\tomato_failure_cases\plantdoc_plantdoc_train_Tomato_leaf_9bfac1dea7f401e3b379dab33f535bb4.jpg.jpg,data\prepared_runtime_datasets\tomato__leaf\ood\tomato_failure_cases\internet_20260517_plantdoc_plantdoc_train_Tomato_leaf_9bfac1dea7f401e3b379dab33f535bb4.jpg.jpg,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20leaf/9bfac1dea7f401e3b379dab33f535bb4.jpg,https://github.com/pratikkayal/PlantDoc-Dataset/blob/master/train/Tomato%20leaf/9bfac1dea7f401e3b379dab33f535bb4.jpg,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,d069fbe08ea07926e4213ab277f528888d1e6288a838231283e830c1c606a3de,"Tomato leaf OOD failure candidate: non-diagnostic, damaged, cluttered, partial, bad-lighting, abiotic, or unsupported symptom leaf view.",1037,1066,,plantdoc
tomato__leaf,ood,tomato_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\tomato__leaf\ood\tomato_failure_cases\plantdoc_plantdoc_train_Tomato_leaf_Bacterial-leaf-spot-transplants1.jpg.jpg,data\prepared_runtime_datasets\tomato__leaf\ood\tomato_failure_cases\internet_20260517_plantdoc_plantdoc_train_Tomato_leaf_Bacterial-leaf-spot-transplants1.jpg.jpg,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20leaf/Bacterial-leaf-spot-transplants1.jpg,https://github.com/pratikkayal/PlantDoc-Dataset/blob/master/train/Tomato%20leaf/Bacterial-leaf-spot-transplants1.jpg,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,d1b2bfca29dfba94c27127b2f7f0dc7ef73a753d36d565ca6c55d49d21ca2364,"Tomato leaf OOD failure candidate: non-diagnostic, damaged, cluttered, partial, bad-lighting, abiotic, or unsupported symptom leaf view.",522,480,,plantdoc
tomato__leaf,ood,tomato_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\tomato__leaf\ood\tomato_failure_cases\plantdoc_plantdoc_train_Tomato_leaf_CTG514794.jpg.jpg,data\prepared_runtime_datasets\tomato__leaf\ood\tomato_failure_cases\internet_20260517_plantdoc_plantdoc_train_Tomato_leaf_CTG514794.jpg.jpg,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20leaf/CTG514794.jpg,https://github.com/pratikkayal/PlantDoc-Dataset/blob/master/train/Tomato%20leaf/CTG514794.jpg,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,02b4ea0990e9f4aa7fc87781695d40a5d42a38e3c8461790bb65764c0e74d03e,"Tomato leaf OOD failure candidate: non-diagnostic, damaged, cluttered, partial, bad-lighting, abiotic, or unsupported symptom leaf view.",550,733,,plantdoc
tomato__leaf,ood,tomato_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\tomato__leaf\ood\tomato_failure_cases\plantdoc_plantdoc_train_Tomato_leaf_DSCN1016.JPG.jpg.jpg,data\prepared_runtime_datasets\tomato__leaf\ood\tomato_failure_cases\internet_20260517_plantdoc_plantdoc_train_Tomato_leaf_DSCN1016.JPG.jpg.jpg,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Tomato%20leaf/DSCN1016.JPG.jpg,https://github.com/pratikkayal/PlantDoc-Dataset/blob/master/train/Tomato%20leaf/DSCN1016.JPG.jpg,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,8d84fa7ef2daea720ba5121a277f493208167bdd76e2dc0718968be6d9b7dfb0,"Tomato leaf OOD failure candidate: non-diagnostic, damaged, cluttered, partial, bad-lighting, abiotic, or unsupported symptom leaf view.",1600,1200,,plantdoc
