rank,priority_score,priority_reasons,image_id,resolved_image,source,expected_target,expected_crop,expected_part,expected_class,actual_status,predicted_crop,predicted_part,predicted_disease,prototype_target,prototype_class_label,prototype_similarity,prototype_margin,reconcile_reason,failure_bucket,pass_fail,review_decision,corrected_crop,corrected_part,corrected_class,prototype_quality,adapter_training_quality,review_notes
46,470,router_failure|negative_prototype_too_close|failed_row|low_prototype_margin|high_similarity_wrong_prototype_target,demo_162,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_162_apricot_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_162_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,unknown_crop,plum,unknown,,apricot__leaf,kayısı_yaprak_delen_çil_hastalığı_yaprak_300,0.6018691,0.03973736,negative_prototype_too_close,router,fail,add_prototype_hard_negative,,,,cross_target_negative,deferred_router_only,cross-target near prototype; use as hard negative for prototype_target without weakening gates
47,470,router_failure|negative_prototype_too_close|failed_row|low_prototype_margin|high_similarity_wrong_prototype_target,demo_265,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_265_grape_leaf.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_265_grape_leaf.jpg,grape__leaf,grape,leaf,üzüm_leafroll_virüs_yaprak,router_uncertain,grape,leaf,,grape__fruit,üzüm_sağlıklı_meyve,0.64187345,0.01350508,negative_prototype_too_close,router,fail,add_prototype_hard_negative,,,,cross_target_negative,deferred_router_only,cross-target near prototype; use as hard negative for prototype_target without weakening gates
48,470,router_failure|negative_prototype_too_close|failed_row|low_prototype_margin|high_similarity_wrong_prototype_target,demo_356,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_356_strawberry_leaf.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_356_strawberry_leaf.jpg,strawberry__leaf,strawberry,leaf,strawberry_leaf_spot_leaf,router_uncertain,strawberry,fruit,,strawberry__fruit,strawberry_anthracnose_fruit,0.64284037,0.0161439,negative_prototype_too_close,router,fail,add_prototype_hard_negative,,,,cross_target_negative,deferred_router_only,cross-target near prototype; use as hard negative for prototype_target without weakening gates
49,470,router_failure|negative_prototype_too_close|failed_row|low_prototype_margin|high_similarity_wrong_prototype_target,demo_006,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_006_tomato_leaf.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_006_tomato_leaf.jpg,tomato__leaf,tomato,leaf,domates_bacterial_spot_and_speck_yaprak,router_uncertain,tomato,leaf,,tomato__fruit,domates_late_blight_meyve,0.6201445,0.01350398,negative_prototype_too_close,router,fail,add_prototype_hard_negative,,,,cross_target_negative,deferred_router_only,cross-target near prototype; use as hard negative for prototype_target without weakening gates
50,470,router_failure|negative_prototype_too_close|failed_row|low_prototype_margin|high_similarity_wrong_prototype_target,demo_439,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_439_tomato_leaf.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_439_tomato_leaf.jpg,tomato__leaf,tomato,leaf,domates_leaf_mold_yaprak,router_uncertain,tomato,leaf,,tomato__fruit,domates_late_blight_meyve,0.62855619,0.01527046,negative_prototype_too_close,router,fail,add_prototype_hard_negative,,,,cross_target_negative,deferred_router_only,cross-target near prototype; use as hard negative for prototype_target without weakening gates
51,470,router_failure|negative_prototype_too_close|failed_row|low_prototype_margin|high_similarity_wrong_prototype_target,demo_442,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_442_tomato_leaf.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_442_tomato_leaf.jpg,tomato__leaf,tomato,leaf,domates_leaf_mold_yaprak,router_uncertain,tomato,leaf,,tomato__fruit,domates_late_blight_meyve,0.63495778,0.00406755,negative_prototype_too_close,router,fail,add_prototype_hard_negative,,,,cross_target_negative,deferred_router_only,cross-target near prototype; use as hard negative for prototype_target without weakening gates
52,460,router_failure|prototype_policy_not_calibrated|failed_row|prototype_correct_but_abstained,demo_117,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_117_apricot_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_117_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_şarka_virüsü_meyve_230,unknown_crop,plum,unknown,,apricot__fruit,kayısıda_şarka_virüsü_meyve_230,0.64271219,0.04497634,prototype_policy_not_calibrated,router,fail,add_prototype_positive,,,,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
53,460,router_failure|prototype_policy_not_calibrated|failed_row|prototype_correct_but_abstained,demo_118,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_118_apricot_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_118_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_şarka_virüsü_meyve_230,unknown_crop,plum,unknown,,apricot__fruit,kayısıda_şarka_virüsü_meyve_230,0.60457556,0.04497261,prototype_policy_not_calibrated,router,fail,add_prototype_positive,,,,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
54,460,router_failure|prototype_policy_not_calibrated|failed_row|prototype_correct_but_abstained,demo_150,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_150_apricot_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_150_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_şarka_virüsü_meyve_230,unknown_crop,plum,unknown,,apricot__fruit,kayısıda_şarka_virüsü_meyve_230,0.61830278,0.0637533,prototype_policy_not_calibrated,router,fail,add_prototype_positive,,,,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
55,460,router_failure|prototype_policy_not_calibrated|failed_row|prototype_correct_but_abstained,demo_166,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_166_apricot_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_166_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,unknown_crop,plum,unknown,,apricot__fruit,kayısı_sağlıklı_meyve_800,0.64557146,0.08198827,prototype_policy_not_calibrated,router,fail,add_prototype_positive,,,,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
56,460,router_failure|prototype_policy_not_calibrated|failed_row|prototype_correct_but_abstained,demo_168,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_168_apricot_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_168_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,unknown_crop,plum,unknown,,apricot__fruit,kayısı_sağlıklı_meyve_800,0.64321517,0.06904591,prototype_policy_not_calibrated,router,fail,add_prototype_positive,,,,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
57,460,router_failure|prototype_policy_not_calibrated|failed_row|prototype_correct_but_abstained,demo_172,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_172_apricot_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_172_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısı_sağlıklı_meyve_800,unknown_crop,plum,unknown,,apricot__fruit,kayısı_sağlıklı_meyve_800,0.70450236,0.14211002,prototype_policy_not_calibrated,router,fail,add_prototype_positive,,,,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
58,460,router_failure|prototype_policy_not_calibrated|failed_row|prototype_correct_but_abstained,demo_173,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_173_apricot_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_173_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,unknown_crop,plum,unknown,,apricot__fruit,kayısıda_şarka_virüsü_meyve_230,0.63051592,0.08038995,prototype_policy_not_calibrated,router,fail,add_prototype_positive,,,,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
59,460,router_failure|prototype_policy_not_calibrated|failed_row|prototype_correct_but_abstained,demo_180,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_180_apricot_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_180_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısı_sağlıklı_meyve_800,unknown_crop,plum,unknown,,apricot__fruit,kayısı_sağlıklı_meyve_800,0.68942722,0.12462007,prototype_policy_not_calibrated,router,fail,add_prototype_positive,,,,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
60,460,router_failure|prototype_policy_not_calibrated|failed_row|prototype_correct_but_abstained,demo_372,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_372_tomato_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_372_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_blossom_end_rot_meyve,unknown_crop,eggplant,unknown,,tomato__fruit,domates_sağlıklı_meyve,0.64752744,0.05060903,prototype_policy_not_calibrated,router,fail,add_prototype_positive,,,,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
61,460,router_failure|prototype_policy_not_calibrated|failed_row|prototype_correct_but_abstained,demo_377,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_377_tomato_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_377_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_blossom_end_rot_meyve,unknown_crop,eggplant,unknown,,tomato__fruit,domates_sağlıklı_meyve,0.7000672,0.11406076,prototype_policy_not_calibrated,router,fail,add_prototype_positive,,,,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
62,460,router_failure|prototype_policy_not_calibrated|failed_row|prototype_correct_but_abstained,demo_384,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_384_tomato_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_384_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_gray_mold_meyve,router_uncertain,tomato,leaf,,tomato__fruit,domates_sağlıklı_meyve,0.67193348,0.08294599,prototype_policy_not_calibrated,router,fail,add_prototype_positive,,,,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
63,460,router_failure|prototype_policy_not_calibrated|failed_row|prototype_correct_but_abstained,demo_389,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_389_tomato_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_389_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_gray_mold_meyve,unknown_crop,eggplant,unknown,,tomato__fruit,domates_sağlıklı_meyve,0.62200559,0.0632653,prototype_policy_not_calibrated,router,fail,add_prototype_positive,,,,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
64,460,router_failure|prototype_policy_not_calibrated|failed_row|prototype_correct_but_abstained,demo_063,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_063_tomato_leaf.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_063_tomato_leaf.jpg,tomato__leaf,tomato,leaf,domates_early_blight_yaprak,unknown_crop,petunia,unknown,,tomato__leaf,domates_late_blight_yaprak,0.59414012,0.06105747,prototype_policy_not_calibrated,router,fail,add_prototype_positive,,,,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
65,460,router_failure|prototype_policy_not_calibrated|failed_row|prototype_correct_but_abstained,demo_431,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_431_tomato_leaf.png,staged_external:docs/demo_assets/m2_full_image_set/images/demo_431_tomato_leaf.png,tomato__leaf,tomato,leaf,domates_late_blight_yaprak,unknown_crop,potato,leaf,,tomato__leaf,domates_early_blight_yaprak,0.61746739,0.06571126,prototype_policy_not_calibrated,router,fail,add_prototype_positive,,,,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
66,460,router_failure|prototype_policy_not_calibrated|failed_row|prototype_correct_but_abstained,demo_433,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_433_tomato_leaf.png,staged_external:docs/demo_assets/m2_full_image_set/images/demo_433_tomato_leaf.png,tomato__leaf,tomato,leaf,domates_late_blight_yaprak,unknown_crop,potato,leaf,,tomato__leaf,domates_late_blight_yaprak,0.60866669,0.05446091,prototype_policy_not_calibrated,router,fail,add_prototype_positive,,,,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
67,460,router_failure|prototype_policy_not_calibrated|failed_row|prototype_correct_but_abstained,demo_435,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_435_tomato_leaf.png,staged_external:docs/demo_assets/m2_full_image_set/images/demo_435_tomato_leaf.png,tomato__leaf,tomato,leaf,domates_late_blight_yaprak,unknown_crop,honeydew,unknown,,tomato__leaf,domates_late_blight_yaprak,0.5914374,0.04708255,prototype_policy_not_calibrated,router,fail,add_prototype_positive,,,,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
68,460,router_failure|prototype_policy_not_calibrated|failed_row|prototype_correct_but_abstained,demo_438,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_438_tomato_leaf.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_438_tomato_leaf.jpg,tomato__leaf,tomato,leaf,domates_leaf_mold_yaprak,unknown_crop,potato,leaf,,tomato__leaf,domates_early_blight_yaprak,0.62519521,0.04836512,prototype_policy_not_calibrated,router,fail,add_prototype_positive,,,,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
69,460,router_failure|prototype_policy_not_calibrated|failed_row|prototype_correct_but_abstained,demo_441,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_441_tomato_leaf.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_441_tomato_leaf.jpg,tomato__leaf,tomato,leaf,domates_leaf_mold_yaprak,unknown_crop,potato,leaf,,tomato__leaf,domates_late_blight_yaprak,0.61065735,0.04599733,prototype_policy_not_calibrated,router,fail,add_prototype_positive,,,,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
70,460,router_failure|prototype_policy_not_calibrated|failed_row|prototype_correct_but_abstained,demo_467,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_467_tomato_leaf.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_467_tomato_leaf.jpg,tomato__leaf,tomato,leaf,domates_septoria_leaf_spot_yaprak,unknown_crop,potato,leaf,,tomato__leaf,domates_early_blight_yaprak,0.66379169,0.07488871,prototype_policy_not_calibrated,router,fail,add_prototype_positive,,,,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
71,450,router_failure|part_conflict|failed_row|prototype_correct_but_abstained,demo_011,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_011_strawberry_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_011_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_anthracnose_fruit,router_uncertain,strawberry,leaf,,strawberry__fruit,strawberry_anthracnose_fruit,0.67776831,0.08317506,part_conflict,router,fail,add_prototype_positive,,,,clean_fruit_positive,deferred_router_only,fruit part-conflict row with same-target prototype evidence; add as clean fruit positive
72,450,router_failure|part_conflict|failed_row|prototype_correct_but_abstained,demo_070,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_070_strawberry_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_070_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_anthracnose_fruit,router_uncertain,strawberry,leaf,,strawberry__fruit,strawberry_anthracnose_fruit,0.72515683,0.13699611,part_conflict,router,fail,add_prototype_positive,,,,clean_fruit_positive,deferred_router_only,fruit part-conflict row with same-target prototype evidence; add as clean fruit positive
73,450,router_failure|part_conflict|failed_row|prototype_correct_but_abstained,demo_075,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_075_strawberry_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_075_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_gray_mold_fruit,router_uncertain,strawberry,leaf,,strawberry__fruit,strawberry_powdery_mildew_fruit,0.64412162,0.05169827,part_conflict,router,fail,add_prototype_positive,,,,clean_fruit_positive,deferred_router_only,fruit part-conflict row with same-target prototype evidence; add as clean fruit positive
74,450,router_failure|part_conflict|failed_row|prototype_correct_but_abstained,demo_076,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_076_strawberry_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_076_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_gray_mold_fruit,router_uncertain,strawberry,leaf,,strawberry__fruit,strawberry_gray_mold_fruit,0.6494529,0.09260191,part_conflict,router,fail,add_prototype_positive,,,,clean_fruit_positive,deferred_router_only,fruit part-conflict row with same-target prototype evidence; add as clean fruit positive
75,450,router_failure|part_conflict|failed_row|prototype_correct_but_abstained,demo_077,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_077_strawberry_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_077_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_gray_mold_fruit,router_uncertain,strawberry,leaf,,strawberry__fruit,strawberry_gray_mold_fruit,0.6202982,0.05391398,part_conflict,router,fail,add_prototype_positive,,,,clean_fruit_positive,deferred_router_only,fruit part-conflict row with same-target prototype evidence; add as clean fruit positive
76,450,router_failure|part_conflict|failed_row|prototype_correct_but_abstained,demo_078,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_078_strawberry_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_078_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_gray_mold_fruit,router_uncertain,strawberry,leaf,,strawberry__fruit,strawberry_gray_mold_fruit,0.60829777,0.06952212,part_conflict,router,fail,add_prototype_positive,,,,clean_fruit_positive,deferred_router_only,fruit part-conflict row with same-target prototype evidence; add as clean fruit positive
77,450,router_failure|part_conflict|failed_row|prototype_correct_but_abstained,demo_310,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_310_strawberry_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_310_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_powdery_mildew_fruit,router_uncertain,strawberry,leaf,,strawberry__fruit,strawberry_gray_mold_fruit,0.62319621,0.06115288,part_conflict,router,fail,add_prototype_positive,,,,clean_fruit_positive,deferred_router_only,fruit part-conflict row with same-target prototype evidence; add as clean fruit positive
78,450,router_failure|part_conflict|failed_row|prototype_correct_but_abstained,demo_323,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_323_strawberry_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_323_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_healthy_fruit,router_uncertain,strawberry,leaf,,strawberry__fruit,strawberry_healthy_fruit,0.65721782,0.08347847,part_conflict,router,fail,add_prototype_positive,,,,clean_fruit_positive,deferred_router_only,fruit part-conflict row with same-target prototype evidence; add as clean fruit positive
79,450,router_failure|part_conflict|failed_row|prototype_correct_but_abstained,demo_324,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_324_strawberry_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_324_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_healthy_fruit,router_uncertain,strawberry,leaf,,strawberry__fruit,strawberry_healthy_fruit,0.68851419,0.09601322,part_conflict,router,fail,add_prototype_positive,,,,clean_fruit_positive,deferred_router_only,fruit part-conflict row with same-target prototype evidence; add as clean fruit positive
80,450,router_failure|part_conflict|failed_row|prototype_correct_but_abstained,demo_327,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_327_strawberry_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_327_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_healthy_fruit,router_uncertain,strawberry,leaf,,strawberry__fruit,strawberry_healthy_fruit,0.67165852,0.09395894,part_conflict,router,fail,add_prototype_positive,,,,clean_fruit_positive,deferred_router_only,fruit part-conflict row with same-target prototype evidence; add as clean fruit positive
81,450,router_failure|part_conflict|failed_row|prototype_correct_but_abstained,demo_331,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_331_strawberry_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_331_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_healthy_fruit,router_uncertain,strawberry,leaf,,strawberry__fruit,strawberry_healthy_fruit,0.66415847,0.09903089,part_conflict,router,fail,add_prototype_positive,,,,clean_fruit_positive,deferred_router_only,fruit part-conflict row with same-target prototype evidence; add as clean fruit positive
82,440,router_failure|negative_prototype_too_close|failed_row|prototype_correct_but_abstained,demo_124,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_124_apricot_leaf.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_124_apricot_leaf.jpg,apricot__leaf,apricot,leaf,kayısı_yaprak_delen_çil_hastalığı_yaprak_300,router_uncertain,apricot,leaf,,apricot__leaf,kayısı_yaprak_delen_çil_hastalığı_yaprak_300,0.65048776,0.07274773,negative_prototype_too_close,router,fail,add_prototype_positive,,,,same_target_exact_class_positive,deferred_router_only,"same-target exact-class row blocked by hard-negative proximity; add as curated positive, not hard negative"
83,440,router_failure|negative_prototype_too_close|failed_row|prototype_correct_but_abstained,demo_128,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_128_apricot_leaf.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_128_apricot_leaf.jpg,apricot__leaf,apricot,leaf,kayısı_yaprak_delen_çil_hastalığı_yaprak_300,unknown_crop,plum,unknown,,apricot__leaf,kayısı_yaprak_delen_çil_hastalığı_yaprak_300,0.66158226,0.09049044,negative_prototype_too_close,router,fail,add_prototype_positive,,,,same_target_exact_class_positive,deferred_router_only,"same-target exact-class row blocked by hard-negative proximity; add as curated positive, not hard negative"
84,440,router_failure|negative_prototype_too_close|failed_row|prototype_correct_but_abstained,demo_186,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_186_apricot_leaf.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_186_apricot_leaf.jpg,apricot__leaf,apricot,leaf,kayısı_yaprak_delen_çil_hastalığı_yaprak_300,unknown_crop,kiwi,unknown,,apricot__leaf,kayısı_yaprak_delen_çil_hastalığı_yaprak_300,0.64409965,0.09581371,negative_prototype_too_close,router,fail,add_prototype_positive,,,,same_target_exact_class_positive,deferred_router_only,"same-target exact-class row blocked by hard-negative proximity; add as curated positive, not hard negative"
85,440,router_failure|negative_prototype_too_close|failed_row|prototype_correct_but_abstained,demo_193,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_193_apricot_leaf.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_193_apricot_leaf.jpg,apricot__leaf,apricot,leaf,kayısı_sağlıklı_yaprak_302,unknown_crop,plum,unknown,,apricot__leaf,kayısı_yaprak_delen_çil_hastalığı_yaprak_300,0.63166928,0.06419724,negative_prototype_too_close,router,fail,exclude_ambiguous,,,,reviewed_router_only,deferred_router_only,router-only conservative review: deferred as ambiguous or outside current priority slice
86,440,router_failure|negative_prototype_too_close|failed_row|prototype_correct_but_abstained,demo_033,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_033_tomato_leaf.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_033_tomato_leaf.jpg,tomato__leaf,tomato,leaf,domates_bacterial_spot_and_speck_yaprak,router_uncertain,tomato,unknown,,tomato__leaf,domates_bacterial_spot_and_speck_yaprak,0.63966264,0.05230937,negative_prototype_too_close,router,fail,add_prototype_positive,,,,same_target_exact_class_positive,deferred_router_only,"same-target exact-class row blocked by hard-negative proximity; add as curated positive, not hard negative"
87,440,router_failure|negative_prototype_too_close|failed_row|prototype_correct_but_abstained,demo_068,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_068_tomato_leaf.png,staged_external:docs/demo_assets/m2_full_image_set/images/demo_068_tomato_leaf.png,tomato__leaf,tomato,leaf,domates_early_blight_yaprak,router_uncertain,tomato,leaf,,tomato__leaf,domates_bacterial_spot_and_speck_yaprak,0.59966504,0.05802503,negative_prototype_too_close,router,fail,exclude_ambiguous,,,,reviewed_router_only,deferred_router_only,router-only conservative review: deferred as ambiguous or outside current priority slice
88,430,router_failure|negative_prototype_too_close|failed_row|high_similarity_wrong_prototype_target,demo_165,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_165_apricot_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_165_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,unknown_crop,plum,unknown,,apricot__leaf,kayısı_yaprak_delen_çil_hastalığı_yaprak_300,0.67254014,0.08823326,negative_prototype_too_close,router,fail,add_prototype_hard_negative,,,,cross_target_negative,deferred_router_only,cross-target near prototype; use as hard negative for prototype_target without weakening gates
89,430,router_failure|negative_prototype_too_close|failed_row|high_similarity_wrong_prototype_target,demo_498,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_498_tomato_leaf.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_498_tomato_leaf.jpg,tomato__leaf,tomato,leaf,domates_sağlıklı_yaprak,unknown_crop,potato,leaf,,tomato__fruit,domates_sağlıklı_meyve,0.64758572,0.04207815,negative_prototype_too_close,router,fail,add_prototype_hard_negative,,,,cross_target_negative,deferred_router_only,cross-target near prototype; use as hard negative for prototype_target without weakening gates
