rank,priority_score,priority_reasons,image_id,resolved_image,source,expected_target,expected_crop,expected_part,expected_class,actual_status,predicted_crop,predicted_part,predicted_disease,prototype_target,prototype_class_label,prototype_similarity,prototype_margin,reconcile_reason,failure_bucket,pass_fail,review_decision,corrected_crop,corrected_part,corrected_class,prototype_quality,adapter_training_quality,review_notes
40,1340,answered_wrong|failed_row|repeated_target|repeated_class_pair|crop_part_correct_disease_wrong,demo_277,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_277_grape_leaf.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_277_grape_leaf.jpg,grape__leaf,grape,leaf,üzüm_mildiyö_yaprak,success,grape,leaf,üzüm_külleme_yaprak,grape__leaf,üzüm_mildiyö_yaprak,0.65247649,0.06999831,router_and_prototype_agree,,fail,exclude_ambiguous,,,,not_for_prototype,not_for_adapter_training,grape downy mildew vs powdery mildew distinction is visually ambiguous or low-signal
41,1335,answered_wrong|prototype_overrode_untrusted_router_handoff|failed_row|repeated_target|crop_part_correct_disease_wrong,demo_389,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_389_tomato_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_389_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_gray_mold_meyve,success,tomato,fruit,domates_sag_lıklı_meyve,tomato__fruit,domates_sağlıklı_meyve,0.62200559,0.0632653,prototype_overrode_untrusted_router_handoff,,fail,relabel:domates_sag_lıklı_meyve,,,domates_sag_lıklı_meyve,not_for_prototype,not_for_adapter_training,tomato fruit appears healthy; predicted healthy class is more plausible than gray mold
42,1335,answered_wrong|prototype_overrode_untrusted_router_handoff|failed_row|repeated_target|crop_part_correct_disease_wrong,demo_390,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_390_tomato_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_390_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_late_blight_meyve,success,tomato,fruit,domates_spotted_wilt_meyve,tomato__fruit,domates_late_blight_meyve,0.67536179,0.09532557,prototype_overrode_untrusted_router_handoff,,fail,add_adapter_train,,,,not_for_prototype,reviewed_adapter_hard_example,reviewed: tomato fruit late-blight lesions are plausible
43,1335,answered_wrong|prototype_overrode_untrusted_router_handoff|failed_row|repeated_target|crop_part_correct_disease_wrong,demo_407,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_407_tomato_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_407_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_spotted_wilt_meyve,success,tomato,fruit,domates_antraknoz_meyve,tomato__fruit,domates_late_blight_meyve,0.68564831,0.09332805,prototype_overrode_untrusted_router_handoff,,fail,add_adapter_train,,,,not_for_prototype,reviewed_adapter_hard_example,reviewed: tomato spotted-wilt fruit symptoms are plausible
44,1335,answered_wrong|prototype_overrode_untrusted_router_handoff|failed_row|repeated_target|crop_part_correct_disease_wrong,demo_410,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_410_tomato_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_410_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_blossom_end_rot_meyve,success,tomato,fruit,domates_sag_lıklı_meyve,tomato__fruit,domates_antraknoz_meyve,0.60427024,0.04170246,prototype_overrode_untrusted_router_handoff,,fail,add_adapter_train,,,,not_for_prototype,reviewed_adapter_hard_example,reviewed: clear tomato blossom-end rot hard example
45,1305,answered_wrong|failed_row|low_prototype_margin|repeated_target|crop_part_correct_disease_wrong,demo_267,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_267_grape_leaf.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_267_grape_leaf.jpg,grape__leaf,grape,leaf,üzüm_leafroll_virüs_yaprak,success,grape,leaf,üzüm_mildiyö_yaprak,grape__leaf,üzüm_leafroll_virüs_yaprak,0.5834958,0.02132548,router_and_prototype_agree,,fail,add_adapter_train,,,,not_for_prototype,reviewed_adapter_hard_example,reviewed: grape leafroll-style discoloration is plausible
46,1295,answered_wrong|prototype_overrode_untrusted_router_handoff|failed_row|crop_part_correct_disease_wrong,demo_031,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_031_apricot_leaf.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_031_apricot_leaf.jpg,apricot__leaf,apricot,leaf,kayısı_şarka_virüsü_yaprak_206,success,apricot,leaf,kayısı_sağlıklı_yaprak_302,apricot__leaf,kayısı_sağlıklı_yaprak_302,0.62977936,0.06505212,prototype_overrode_untrusted_router_handoff,,fail,exclude_ambiguous,,,,not_for_prototype,not_for_adapter_training,apricot leaf appears healthy or low-signal for sharka
47,1265,answered_wrong|failed_row|repeated_target|crop_part_correct_disease_wrong,demo_257,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_257_grape_leaf.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_257_grape_leaf.jpg,grape__leaf,grape,leaf,üzüm_külleme_yaprak,success,grape,leaf,üzüm_antraknoz_yaprak,grape__leaf,üzüm_antraknoz_yaprak,0.658737,0.05143598,router_and_prototype_agree,,fail,add_adapter_train,,,,not_for_prototype,reviewed_adapter_hard_example,"reviewed: visible grape leaf powdery mildew residue, not anthracnose"
48,1265,answered_wrong|failed_row|repeated_target|crop_part_correct_disease_wrong,demo_273,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_273_grape_leaf.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_273_grape_leaf.jpg,grape__leaf,grape,leaf,üzüm_mildiyö_yaprak,success,grape,leaf,üzüm_kav_esca_yaprak,grape__leaf,üzüm_kav_esca_yaprak,0.65976995,0.06409063,router_and_prototype_agree,,fail,exclude_ambiguous,,,,not_for_prototype,not_for_adapter_training,grape downy mildew vs esca distinction is visually ambiguous
49,1265,answered_wrong|failed_row|repeated_target|crop_part_correct_disease_wrong,demo_278,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_278_grape_leaf.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_278_grape_leaf.jpg,grape__leaf,grape,leaf,üzüm_yelpaze_virüsü_yaprak,success,grape,leaf,üzüm_antraknoz_yaprak,grape__leaf,üzüm_yelpaze_virüsü_yaprak,0.64245847,0.05463988,router_and_prototype_agree,,fail,exclude_ambiguous,,,,not_for_prototype,not_for_adapter_training,grape fanleaf vs anthracnose image is too distant/low-detail
50,1265,answered_wrong|failed_row|repeated_target|crop_part_correct_disease_wrong,demo_284,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_284_grape_leaf.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_284_grape_leaf.jpg,grape__leaf,grape,leaf,üzüm_yelpaze_virüsü_yaprak,success,grape,leaf,üzüm_sağlıklı_yaprak,grape__leaf,üzüm_sağlıklı_yaprak,0.67264613,0.06148976,router_and_prototype_agree,,fail,add_adapter_train,,,,not_for_prototype,reviewed_adapter_hard_example,reviewed: fanleaf-style yellowing/deformation is visible
51,1175,answered_wrong|failed_row|crop_part_correct_disease_wrong,demo_088,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_088_strawberry_leaf.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_088_strawberry_leaf.jpg,strawberry__leaf,strawberry,leaf,strawberry_leaf_spot_leaf,success,strawberry,leaf,strawberry_powdery_mildew_leaf,strawberry__leaf,strawberry_leaf_spot_leaf,0.67257116,0.08422166,prototype_corrected_router_handoff,,fail,add_adapter_train,,,,not_for_prototype,reviewed_adapter_hard_example,reviewed: clear strawberry leaf spot hard example
