image_id,source,expected_target,expected_behavior,notes,disease_class
demo_145,local_test_pool:data/prepared_runtime_datasets/apricot__fruit/test/kayısıda_çiçek_monilyası_meyve_40/Kaysıda Çiçek Monilyası 119.JPG,apricot__fruit,known supported disease class: kayısıda_çiçek_monilyası_meyve_40; disease answer or review expected,supported disease coverage for apricot__fruit; split=test,kayısıda_çiçek_monilyası_meyve_40
demo_230,local_test_pool:data/prepared_runtime_datasets/grape__fruit/test/üzüm_külleme_meyve/Bağ küllemesi 60.JPG,grape__fruit,known supported disease class: üzüm_külleme_meyve; disease answer or review expected,supported disease coverage for grape__fruit; split=test,üzüm_külleme_meyve
demo_231,local_test_pool:data/prepared_runtime_datasets/grape__fruit/test/üzüm_külleme_meyve/Bağ küllemesi 65.JPG,grape__fruit,known supported disease class: üzüm_külleme_meyve; disease answer or review expected,supported disease coverage for grape__fruit; split=test,üzüm_külleme_meyve
demo_232,local_test_pool:data/prepared_runtime_datasets/grape__fruit/test/üzüm_külleme_meyve/Bağ küllemesi 7.JPG,grape__fruit,known supported disease class: üzüm_külleme_meyve; disease answer or review expected,supported disease coverage for grape__fruit; split=test,üzüm_külleme_meyve
demo_233,local_test_pool:data/prepared_runtime_datasets/grape__fruit/test/üzüm_külleme_meyve/Bağ küllemesi 8.JPG,grape__fruit,known supported disease class: üzüm_külleme_meyve; disease answer or review expected,supported disease coverage for grape__fruit; split=test,üzüm_külleme_meyve
demo_234,local_test_pool:data/prepared_runtime_datasets/grape__fruit/val/üzüm_külleme_meyve/Bağ küllemesi 1.JPG,grape__fruit,known supported disease class: üzüm_külleme_meyve; disease answer or review expected,supported disease coverage for grape__fruit; split=val,üzüm_külleme_meyve
demo_235,local_test_pool:data/prepared_runtime_datasets/grape__fruit/test/üzüm_mildiyö_meyve/bağ mildiyösü 1.webp,grape__fruit,known supported disease class: üzüm_mildiyö_meyve; disease answer or review expected,supported disease coverage for grape__fruit; split=test,üzüm_mildiyö_meyve
demo_236,local_test_pool:data/prepared_runtime_datasets/grape__fruit/test/üzüm_mildiyö_meyve/Bağ Mildiyösü 151.JPG,grape__fruit,known supported disease class: üzüm_mildiyö_meyve; disease answer or review expected,supported disease coverage for grape__fruit; split=test,üzüm_mildiyö_meyve
demo_237,local_test_pool:data/prepared_runtime_datasets/grape__fruit/test/üzüm_mildiyö_meyve/Bağ mildiyösü 208 (2).JPG,grape__fruit,known supported disease class: üzüm_mildiyö_meyve; disease answer or review expected,supported disease coverage for grape__fruit; split=test,üzüm_mildiyö_meyve
demo_238,local_test_pool:data/prepared_runtime_datasets/grape__fruit/test/üzüm_mildiyö_meyve/Bağ mildiyösü 226 (2).JPG,grape__fruit,known supported disease class: üzüm_mildiyö_meyve; disease answer or review expected,supported disease coverage for grape__fruit; split=test,üzüm_mildiyö_meyve
demo_239,local_test_pool:data/prepared_runtime_datasets/grape__fruit/test/üzüm_mildiyö_meyve/Bağ mildiyösü 271 (2).JPG,grape__fruit,known supported disease class: üzüm_mildiyö_meyve; disease answer or review expected,supported disease coverage for grape__fruit; split=test,üzüm_mildiyö_meyve
demo_240,local_test_pool:data/prepared_runtime_datasets/grape__fruit/test/üzüm_mildiyö_meyve/Bağ mildiyösü 274 (2).JPG,grape__fruit,known supported disease class: üzüm_mildiyö_meyve; disease answer or review expected,supported disease coverage for grape__fruit; split=test,üzüm_mildiyö_meyve
demo_241,local_test_pool:data/prepared_runtime_datasets/grape__fruit/test/üzüm_mildiyö_meyve/Bağ mildiyösü 277 (2).JPG,grape__fruit,known supported disease class: üzüm_mildiyö_meyve; disease answer or review expected,supported disease coverage for grape__fruit; split=test,üzüm_mildiyö_meyve
demo_242,local_test_pool:data/prepared_runtime_datasets/grape__fruit/test/üzüm_mildiyö_meyve/Bağ mildiyösü 327.JPG,grape__fruit,known supported disease class: üzüm_mildiyö_meyve; disease answer or review expected,supported disease coverage for grape__fruit; split=test,üzüm_mildiyö_meyve
demo_243,local_test_pool:data/prepared_runtime_datasets/grape__fruit/test/üzüm_mildiyö_meyve/Bağ mildiyösü 340.JPG,grape__fruit,known supported disease class: üzüm_mildiyö_meyve; disease answer or review expected,supported disease coverage for grape__fruit; split=test,üzüm_mildiyö_meyve
demo_244,local_test_pool:data/prepared_runtime_datasets/grape__fruit/test/üzüm_mildiyö_meyve/Bağ mildiyösü 350.JPG,grape__fruit,known supported disease class: üzüm_mildiyö_meyve; disease answer or review expected,supported disease coverage for grape__fruit; split=test,üzüm_mildiyö_meyve
demo_245,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_antraknoz_yaprak/103.jpg,grape__leaf,known supported disease class: üzüm_antraknoz_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_antraknoz_yaprak
demo_246,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_antraknoz_yaprak/624.jpg,grape__leaf,known supported disease class: üzüm_antraknoz_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_antraknoz_yaprak
demo_247,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_antraknoz_yaprak/641.jpg,grape__leaf,known supported disease class: üzüm_antraknoz_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_antraknoz_yaprak
demo_248,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_antraknoz_yaprak/65.jpg,grape__leaf,known supported disease class: üzüm_antraknoz_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_antraknoz_yaprak
demo_249,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_antraknoz_yaprak/666.jpg,grape__leaf,known supported disease class: üzüm_antraknoz_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_antraknoz_yaprak
demo_250,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_antraknoz_yaprak/683.jpg,grape__leaf,known supported disease class: üzüm_antraknoz_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_antraknoz_yaprak
demo_251,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_antraknoz_yaprak/693.jpg,grape__leaf,known supported disease class: üzüm_antraknoz_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_antraknoz_yaprak
demo_252,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_antraknoz_yaprak/710.jpg,grape__leaf,known supported disease class: üzüm_antraknoz_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_antraknoz_yaprak
demo_253,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_antraknoz_yaprak/727.jpg,grape__leaf,known supported disease class: üzüm_antraknoz_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_antraknoz_yaprak
demo_254,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_antraknoz_yaprak/744.jpg,grape__leaf,known supported disease class: üzüm_antraknoz_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_antraknoz_yaprak
demo_255,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_kav_esca_yaprak/Bağda kav 103.JPG,grape__leaf,known supported disease class: üzüm_kav_esca_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_kav_esca_yaprak
demo_256,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_kav_esca_yaprak/Bağda kav 309.JPG,grape__leaf,known supported disease class: üzüm_kav_esca_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_kav_esca_yaprak
demo_257,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_kav_esca_yaprak/Bağda kav 312.JPG,grape__leaf,known supported disease class: üzüm_kav_esca_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_kav_esca_yaprak
demo_258,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_kav_esca_yaprak/Bağda kav 316.JPG,grape__leaf,known supported disease class: üzüm_kav_esca_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_kav_esca_yaprak
demo_259,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_kav_esca_yaprak/Bağda kav 32.JPG,grape__leaf,known supported disease class: üzüm_kav_esca_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_kav_esca_yaprak
demo_260,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_kav_esca_yaprak/Bağda kav 326.JPG,grape__leaf,known supported disease class: üzüm_kav_esca_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_kav_esca_yaprak
demo_261,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_kav_esca_yaprak/Bağda kav 33.JPG,grape__leaf,known supported disease class: üzüm_kav_esca_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_kav_esca_yaprak
demo_262,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_kav_esca_yaprak/Bağda kav 334.JPG,grape__leaf,known supported disease class: üzüm_kav_esca_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_kav_esca_yaprak
demo_263,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_kav_esca_yaprak/Bağda kav 339.JPG,grape__leaf,known supported disease class: üzüm_kav_esca_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_kav_esca_yaprak
demo_264,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_kav_esca_yaprak/Bağda kav 36.JPG,grape__leaf,known supported disease class: üzüm_kav_esca_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_kav_esca_yaprak
demo_265,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_külleme_yaprak/1031.jpg,grape__leaf,known supported disease class: üzüm_külleme_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_külleme_yaprak
demo_266,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_külleme_yaprak/567.jpg,grape__leaf,known supported disease class: üzüm_külleme_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_külleme_yaprak
demo_267,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_külleme_yaprak/631.jpg,grape__leaf,known supported disease class: üzüm_külleme_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_külleme_yaprak
demo_268,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_külleme_yaprak/711.jpg,grape__leaf,known supported disease class: üzüm_külleme_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_külleme_yaprak
demo_269,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_külleme_yaprak/823.jpg,grape__leaf,known supported disease class: üzüm_külleme_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_külleme_yaprak
demo_270,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_külleme_yaprak/919.jpg,grape__leaf,known supported disease class: üzüm_külleme_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_külleme_yaprak
demo_271,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_külleme_yaprak/Bağ küllemesi 107.JPG,grape__leaf,known supported disease class: üzüm_külleme_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_külleme_yaprak
demo_272,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_külleme_yaprak/Bağ küllemesi 24.JPG,grape__leaf,known supported disease class: üzüm_külleme_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_külleme_yaprak
demo_273,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_külleme_yaprak/Bağ küllemesi 3.JPG,grape__leaf,known supported disease class: üzüm_külleme_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_külleme_yaprak
demo_274,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_külleme_yaprak/Bağ küllemesi 46.JPG,grape__leaf,known supported disease class: üzüm_külleme_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_külleme_yaprak
demo_275,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_leafroll_virüs_yaprak/Asma yaprak kıvrılma virüsü 100.JPG,grape__leaf,known supported disease class: üzüm_leafroll_virüs_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_leafroll_virüs_yaprak
demo_276,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_leafroll_virüs_yaprak/Asma yaprak kıvrılma virüsü 256.JPG,grape__leaf,known supported disease class: üzüm_leafroll_virüs_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_leafroll_virüs_yaprak
demo_277,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_leafroll_virüs_yaprak/Asma yaprak kıvrılma virüsü 259.JPG,grape__leaf,known supported disease class: üzüm_leafroll_virüs_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_leafroll_virüs_yaprak
demo_278,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_leafroll_virüs_yaprak/Asma yaprak kıvrılma virüsü 262.JPG,grape__leaf,known supported disease class: üzüm_leafroll_virüs_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_leafroll_virüs_yaprak
demo_279,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_leafroll_virüs_yaprak/Asma yaprak kıvrılma virüsü 265.JPG,grape__leaf,known supported disease class: üzüm_leafroll_virüs_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_leafroll_virüs_yaprak
demo_280,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_leafroll_virüs_yaprak/Asma yaprak kıvrılma virüsü 268.JPG,grape__leaf,known supported disease class: üzüm_leafroll_virüs_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_leafroll_virüs_yaprak
demo_281,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_leafroll_virüs_yaprak/Asma yaprak kıvrılma virüsü 270.JPG,grape__leaf,known supported disease class: üzüm_leafroll_virüs_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_leafroll_virüs_yaprak
demo_282,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_leafroll_virüs_yaprak/Asma yaprak kıvrılma virüsü 273.JPG,grape__leaf,known supported disease class: üzüm_leafroll_virüs_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_leafroll_virüs_yaprak
demo_283,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_leafroll_virüs_yaprak/Asma yaprak kıvrılma virüsü 276.JPG,grape__leaf,known supported disease class: üzüm_leafroll_virüs_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_leafroll_virüs_yaprak
demo_284,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_leafroll_virüs_yaprak/Asma yaprak kıvrılma virüsü 279.JPG,grape__leaf,known supported disease class: üzüm_leafroll_virüs_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_leafroll_virüs_yaprak
demo_285,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_mildiyö_yaprak/113.jpg,grape__leaf,known supported disease class: üzüm_mildiyö_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_mildiyö_yaprak
demo_286,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_mildiyö_yaprak/Bağ mildiyösü 1.JPG,grape__leaf,known supported disease class: üzüm_mildiyö_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_mildiyö_yaprak
demo_287,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_mildiyö_yaprak/Bağ mildiyösü 102.JPG,grape__leaf,known supported disease class: üzüm_mildiyö_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_mildiyö_yaprak
demo_288,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_mildiyö_yaprak/Bağ mildiyösü 107 (2).JPG,grape__leaf,known supported disease class: üzüm_mildiyö_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_mildiyö_yaprak
demo_289,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_mildiyö_yaprak/Bağ mildiyösü 121 (2).JPG,grape__leaf,known supported disease class: üzüm_mildiyö_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_mildiyö_yaprak
demo_290,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_mildiyö_yaprak/Bağ mildiyösü 131 (2).JPG,grape__leaf,known supported disease class: üzüm_mildiyö_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_mildiyö_yaprak
demo_291,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_mildiyö_yaprak/Bağ mildiyösü 133.JPG,grape__leaf,known supported disease class: üzüm_mildiyö_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_mildiyö_yaprak
demo_292,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_mildiyö_yaprak/Bağ mildiyösü 136 (2).JPG,grape__leaf,known supported disease class: üzüm_mildiyö_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_mildiyö_yaprak
demo_293,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_mildiyö_yaprak/Bağ mildiyösü 140 (2).JPG,grape__leaf,known supported disease class: üzüm_mildiyö_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_mildiyö_yaprak
demo_294,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_mildiyö_yaprak/Bağ mildiyösü 157 (2).JPG,grape__leaf,known supported disease class: üzüm_mildiyö_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_mildiyö_yaprak
demo_295,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_yelpaze_virüsü_yaprak/Asma yelpaze yaprak virüsü 105.JPG,grape__leaf,known supported disease class: üzüm_yelpaze_virüsü_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_yelpaze_virüsü_yaprak
demo_296,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_yelpaze_virüsü_yaprak/Asma yelpaze yaprak virüsü 20.JPG,grape__leaf,known supported disease class: üzüm_yelpaze_virüsü_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_yelpaze_virüsü_yaprak
demo_297,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_yelpaze_virüsü_yaprak/Asma yelpaze yaprak virüsü 203.JPG,grape__leaf,known supported disease class: üzüm_yelpaze_virüsü_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_yelpaze_virüsü_yaprak
demo_298,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_yelpaze_virüsü_yaprak/Asma yelpaze yaprak virüsü 206.JPG,grape__leaf,known supported disease class: üzüm_yelpaze_virüsü_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_yelpaze_virüsü_yaprak
demo_299,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_yelpaze_virüsü_yaprak/Asma yelpaze yaprak virüsü 210.JPG,grape__leaf,known supported disease class: üzüm_yelpaze_virüsü_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_yelpaze_virüsü_yaprak
demo_300,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_yelpaze_virüsü_yaprak/Asma yelpaze yaprak virüsü 215.JPG,grape__leaf,known supported disease class: üzüm_yelpaze_virüsü_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_yelpaze_virüsü_yaprak
demo_301,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_yelpaze_virüsü_yaprak/Asma yelpaze yaprak virüsü 27.JPG,grape__leaf,known supported disease class: üzüm_yelpaze_virüsü_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_yelpaze_virüsü_yaprak
demo_302,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_yelpaze_virüsü_yaprak/Asma yelpaze yaprak virüsü 3.JPG,grape__leaf,known supported disease class: üzüm_yelpaze_virüsü_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_yelpaze_virüsü_yaprak
demo_303,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_yelpaze_virüsü_yaprak/Asma yelpaze yaprak virüsü 32.JPG,grape__leaf,known supported disease class: üzüm_yelpaze_virüsü_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_yelpaze_virüsü_yaprak
demo_304,local_test_pool:data/prepared_runtime_datasets/grape__leaf/test/üzüm_yelpaze_virüsü_yaprak/Asma yelpaze yaprak virüsü 36.JPG,grape__leaf,known supported disease class: üzüm_yelpaze_virüsü_yaprak; disease answer or review expected,supported disease coverage for grape__leaf; split=test,üzüm_yelpaze_virüsü_yaprak
demo_305,local_test_pool:data/prepared_runtime_datasets/strawberry__fruit/test/strawberry_anthracnose_fruit/anthracnose_fruit_rot105.jpg,strawberry__fruit,known supported disease class: strawberry_anthracnose_fruit; disease answer or review expected,supported disease coverage for strawberry__fruit; split=test,strawberry_anthracnose_fruit
demo_306,local_test_pool:data/prepared_runtime_datasets/strawberry__fruit/test/strawberry_anthracnose_fruit/anthracnose_fruit_rot_28.jpg,strawberry__fruit,known supported disease class: strawberry_anthracnose_fruit; disease answer or review expected,supported disease coverage for strawberry__fruit; split=test,strawberry_anthracnose_fruit
demo_307,local_test_pool:data/prepared_runtime_datasets/strawberry__fruit/test/strawberry_anthracnose_fruit/anthracnose_fruit_rot_32.jpg,strawberry__fruit,known supported disease class: strawberry_anthracnose_fruit; disease answer or review expected,supported disease coverage for strawberry__fruit; split=test,strawberry_anthracnose_fruit
demo_308,local_test_pool:data/prepared_runtime_datasets/strawberry__fruit/test/strawberry_anthracnose_fruit/anthracnose_fruit_rot_38.jpg,strawberry__fruit,known supported disease class: strawberry_anthracnose_fruit; disease answer or review expected,supported disease coverage for strawberry__fruit; split=test,strawberry_anthracnose_fruit
demo_309,local_test_pool:data/prepared_runtime_datasets/strawberry__fruit/test/strawberry_anthracnose_fruit/anthracnose_fruit_rot_42.jpg,strawberry__fruit,known supported disease class: strawberry_anthracnose_fruit; disease answer or review expected,supported disease coverage for strawberry__fruit; split=test,strawberry_anthracnose_fruit
demo_310,local_test_pool:data/prepared_runtime_datasets/strawberry__fruit/test/strawberry_anthracnose_fruit/anthracnose_fruit_rot_48.jpg,strawberry__fruit,known supported disease class: strawberry_anthracnose_fruit; disease answer or review expected,supported disease coverage for strawberry__fruit; split=test,strawberry_anthracnose_fruit
demo_311,local_test_pool:data/prepared_runtime_datasets/strawberry__fruit/test/strawberry_anthracnose_fruit/anthracnose_fruit_rot_51.jpg,strawberry__fruit,known supported disease class: strawberry_anthracnose_fruit; disease answer or review expected,supported disease coverage for strawberry__fruit; split=test,strawberry_anthracnose_fruit
demo_312,local_test_pool:data/prepared_runtime_datasets/strawberry__fruit/test/strawberry_anthracnose_fruit/anthracnose_fruit_rot_58.jpg,strawberry__fruit,known supported disease class: strawberry_anthracnose_fruit; disease answer or review expected,supported disease coverage for strawberry__fruit; split=test,strawberry_anthracnose_fruit
demo_313,local_test_pool:data/prepared_runtime_datasets/strawberry__fruit/test/strawberry_anthracnose_fruit/anthracnose_fruit_rot_62.jpg,strawberry__fruit,known supported disease class: strawberry_anthracnose_fruit; disease answer or review expected,supported disease coverage for strawberry__fruit; split=test,strawberry_anthracnose_fruit
demo_314,local_test_pool:data/prepared_runtime_datasets/strawberry__fruit/test/strawberry_anthracnose_fruit/anthracnose_fruit_rot_66.jpg,strawberry__fruit,known supported disease class: strawberry_anthracnose_fruit; disease answer or review expected,supported disease coverage for strawberry__fruit; split=test,strawberry_anthracnose_fruit
demo_315,local_test_pool:data/prepared_runtime_datasets/strawberry__fruit/test/strawberry_gray_mold_fruit/gray_mold_100.jpg,strawberry__fruit,known supported disease class: strawberry_gray_mold_fruit; disease answer or review expected,supported disease coverage for strawberry__fruit; split=test,strawberry_gray_mold_fruit
demo_316,local_test_pool:data/prepared_runtime_datasets/strawberry__fruit/test/strawberry_gray_mold_fruit/gray_mold_243.jpg,strawberry__fruit,known supported disease class: strawberry_gray_mold_fruit; disease answer or review expected,supported disease coverage for strawberry__fruit; split=test,strawberry_gray_mold_fruit
demo_317,local_test_pool:data/prepared_runtime_datasets/strawberry__fruit/test/strawberry_gray_mold_fruit/gray_mold_247.jpg,strawberry__fruit,known supported disease class: strawberry_gray_mold_fruit; disease answer or review expected,supported disease coverage for strawberry__fruit; split=test,strawberry_gray_mold_fruit
demo_318,local_test_pool:data/prepared_runtime_datasets/strawberry__fruit/test/strawberry_gray_mold_fruit/gray_mold_251.jpg,strawberry__fruit,known supported disease class: strawberry_gray_mold_fruit; disease answer or review expected,supported disease coverage for strawberry__fruit; split=test,strawberry_gray_mold_fruit
demo_319,local_test_pool:data/prepared_runtime_datasets/strawberry__fruit/test/strawberry_gray_mold_fruit/gray_mold_254.jpg,strawberry__fruit,known supported disease class: strawberry_gray_mold_fruit; disease answer or review expected,supported disease coverage for strawberry__fruit; split=test,strawberry_gray_mold_fruit
demo_320,local_test_pool:data/prepared_runtime_datasets/strawberry__fruit/test/strawberry_gray_mold_fruit/gray_mold_257.jpg,strawberry__fruit,known supported disease class: strawberry_gray_mold_fruit; disease answer or review expected,supported disease coverage for strawberry__fruit; split=test,strawberry_gray_mold_fruit
demo_321,local_test_pool:data/prepared_runtime_datasets/strawberry__fruit/test/strawberry_gray_mold_fruit/gray_mold_26.jpg,strawberry__fruit,known supported disease class: strawberry_gray_mold_fruit; disease answer or review expected,supported disease coverage for strawberry__fruit; split=test,strawberry_gray_mold_fruit
demo_322,local_test_pool:data/prepared_runtime_datasets/strawberry__fruit/test/strawberry_gray_mold_fruit/gray_mold_262.jpg,strawberry__fruit,known supported disease class: strawberry_gray_mold_fruit; disease answer or review expected,supported disease coverage for strawberry__fruit; split=test,strawberry_gray_mold_fruit
demo_323,local_test_pool:data/prepared_runtime_datasets/strawberry__fruit/test/strawberry_gray_mold_fruit/gray_mold_265.jpg,strawberry__fruit,known supported disease class: strawberry_gray_mold_fruit; disease answer or review expected,supported disease coverage for strawberry__fruit; split=test,strawberry_gray_mold_fruit
demo_324,local_test_pool:data/prepared_runtime_datasets/strawberry__fruit/test/strawberry_gray_mold_fruit/gray_mold_269.jpg,strawberry__fruit,known supported disease class: strawberry_gray_mold_fruit; disease answer or review expected,supported disease coverage for strawberry__fruit; split=test,strawberry_gray_mold_fruit
demo_325,local_test_pool:data/prepared_runtime_datasets/strawberry__fruit/test/strawberry_powdery_mildew_fruit/powdery_mildew_fruit106.jpg,strawberry__fruit,known supported disease class: strawberry_powdery_mildew_fruit; disease answer or review expected,supported disease coverage for strawberry__fruit; split=test,strawberry_powdery_mildew_fruit
